"STID","Seq","Part.Seq","Group","ID","Treatment","Quarter","Year","Distribution","AgeEnroll","AgeSurvey","Gender","PhysicalStatus","Language","ZIP","Race","ChildrenInHome","MaritalStatus","KLSDetermination","timeToExpunge","cenExpungeTime","expunge","Recid","total_benefits","total_wages","total_income","Unemployed","local_unemploy","address_change","late_payments","AQuarter","AQID2","AQID3","AQID4","AQID5","AQID11","AQID12","AQID13","BQuarter","BQID1","BQID2","BQID3","BQID4","BQID5","BQID6","BQID7","BQID8","CQuarter","CQID1","CQID2","CQID3","CQID4","CQID5","CQID6","DQuarter","DQID1","DQID2","DQID3","DQID4","DQID5","DQID6","DQID7","DQID8","EQuarter","EQID1","EQID2","EQID3","EQID4","EQID5","EQID6","pstudy_income","pstudy_wages","pstudy_benefits","pstudy_unemploy","FilingStatus","Dependents","FedAdjGrossIncome","Part","white","Female","Disabled","logIncome","pstudy_logIncome","MissedRent","FullTime","HouseSize","JobSat","JobApply","JobDeter","Homeless","Moved","MovedUtility","HouseSat","MoveAttempt","MoveDeter","LifeSat","Married","dependent","pstudy_employed","LessHighSchool","HighSchool","SomeCollege","College","income_lag","unemploy_lag","fullTime_lag","LifeComp","ps_mRent","ps_fullTime","ps_jobApply","ps_jobDeter","ps_moved","ps_moveAttempt","ps_moveDeter"
"KSSTID0033",6,"1016-6",2,1016,0,"2021Q3",2021,7,43,44,"Female","Non-disabled","English","67530","White",1,"Single","yes",49,49,1,0,0,3898.3,3898.3,0,2.966666667,0,0,"2021Q3",2,1,0,2,2,2,4,"2021Q3",1,1,6,0,2,4,0,0,"2021Q3",2,"1",4,2,2,2,"2021Q4",1,1,6,6,4,"1",2,3,"2021Q4",6,6,8,7,7,3,7142.23,7142.23,0,3.51,0,1,"16,347.00",33,1,1,0,8.2685523288285,8.8739203339926,0,1,2,3,0,1,0,0,0,4,0,0,6,0,1,1,0,0,1,0,8.36347775019225,0,0,0.314213303937314,0,1,0,1,1,0,0
"KSSTID0034",1,"1023-1",2,1023,0,"2020Q2",2020,2,47,47,"Male","Non-disabled","English","66025","White",0,"Married","no",1458,730,0,0,0,0,0,1,9.633333333,0,0,"2020Q1",2,2,2,2,1,2,3,"2020Q1",5,0,1,1,NA,NA,1,1,"2020Q2",2,"2",4,2,2,4,"2020Q2",2,5,6,6,1,"1",2,1,"2020Q2",6,9,10,10,5,11,0,0,0,3.15,1,0,"46,940.00",34,1,0,0,0,0,0,0,NA,1,0,0,0,1,1,3,0,0,9,1,0,1,0,0,1,0,0,1,0,-1.99646037400688,0,0,0,0,1,0,0
"KSSTID0034",2,"1023-2",2,1023,0,"2020Q3",2020,3,47,48,"Male","Non-disabled","English","66025","White",0,"Married","no",1458,730,0,0,0,0,0,1,6.2,0,0,"2020Q2",2,1,0,2,1,2,3,"2020Q3",1,4,6,0,2,4,0,0,"2020Q3",2,"1",5,2,2,5,"2020Q3",2,5,6,6,0,"0",2,1,"2020Q3",6,8,8,2,10,1,0,0,0,3.15,1,0,"46,940.00",34,1,0,0,0,0,0,0,5,1,0,1,0,0,0,3,0,0,8,1,0,1,0,0,1,0,0,1,0,1.05689634318703,0,0,0,0,1,0,0
"KSSTID0034",3,"1023-3",2,1023,0,"2020Q4",2020,4,47,48,"Male","Non-disabled","English","66025","White",0,"Married","no",1458,730,0,0,0,0,0,1,4.033333333,0,0,"2020Q3",2,1,0,2,2,1,2,"2020Q4",1,4,5,0,2,4,0,0,"2020Q4",2,"2",5,2,2,5,"2020Q4",2,5,6,6,0,"0",2,1,"2020Q4",8,5,8,4,9,1,0,0,0,3.15,1,0,"46,940.00",34,1,0,0,0,0,0,0,5,1,0,0,0,0,0,2,0,0,5,1,0,1,0,0,1,0,0,1,0,0.864858906339186,0,0,0,0,1,0,0
"KSSTID0034",4,"1023-4",2,1023,0,"2021Q1",2021,5,47,48,"Male","Non-disabled","English","66025","White",0,"Married","no",1458,730,0,0,0,0,0,1,3.8,0,0,"2021Q1",2,1,0,2,3,1,2,"2021Q1",1,4,6,0,2,4,NA,0,"2021Q1",2,"2",5,2,2,5,"2021Q1",2,5,6,6,0,"0",2,1,"2021Q1",9,9,10,3,9,1,0,0,0,3.15,1,0,"58,427.00",34,1,0,0,0,0,0,0,5,1,0,0,0,0,0,2,0,0,9,1,0,1,0,0,1,0,0,1,0,-0.235255188829821,0,0,0,0,1,0,0
"KSSTID0034",5,"1023-5",2,1023,0,"2021Q2",2021,6,47,48,"Male","Non-disabled","English","66025","White",0,"Married","no",1458,730,0,0,0,0,0,1,3.4,0,0,"2021Q2",2,1,0,2,2,2,2,"2021Q2",1,4,6,0,2,4,0,0,"2021Q2",2,"2",5,2,2,5,"2021Q2",5,5,6,5,0,"0",2,1,"2021Q3",7,9,9,10,2,8,0,0,0,3.15,1,0,"58,427.00",34,1,0,0,0,0,0,0,5,1,0,0,0,0,0,2,0,0,9,1,0,1,0,0,1,0,0,1,0,-1.77865735261902,0,0,0,0,1,0,0
"KSSTID0034",6,"1023-6",2,1023,0,"2021Q3",2021,7,47,49,"Male","Non-disabled","English","66025","White",0,"Married","no",1458,730,0,0,0,0,0,1,3.333333333,0,0,"2021Q3",2,1,0,2,2,2,2,"2021Q3",1,3,6,0,2,4,0,0,"2021Q3",2,"1",5,2,2,5,"2021Q4",2,5,6,6,0,"0",2,1,"2021Q4",6,9,11,10,3,11,0,0,0,3.15,1,0,"58,427.00",34,1,0,0,0,0,0,0,4,1,0,1,0,0,0,2,0,0,9,1,0,1,0,0,1,0,0,1,0,-2.22494892286932,0,0,0,0,1,0,0
"KSSTID0035",1,"1022-1",2,1022,0,"2020Q2",2020,2,42,43,"Male","Non-disabled","English","67216","White",1,"Married","no",1458,730,0,0,0,23806.53,23806.53,0,14.46666667,0,0,"2020Q1",2,1,0,2,1,2,4,"2020Q1",1,3,4,1,NA,NA,1,1,"2020Q2",2,"1",5,NA,2,1,"2020Q2",1,1,6,6,5,"1",2,4,"2020Q2",11,11,11,11,6,6,14115.83,14115.83,0,4.06,1,1,"100,591.00",35,1,0,0,10.0777571961745,9.55512298159309,0,1,4,4,0,1,0,1,1,4,NA,0,11,1,1,1,1,0,0,0,9.55512298159309,0,1,-3.0738342355799,0,1,0,1,1,NA,0
"KSSTID0035",2,"1022-2",2,1022,0,"2020Q3",2020,3,42,43,"Male","Non-disabled","English","67216","White",1,"Married","no",1458,730,0,0,0,21130.82,21130.82,0,9.1,0,0,"2020Q2",2,1,0,2,1,2,4,"2020Q3",1,2,4,0,2,4,0,0,"2020Q3",2,"1",4,2,2,1,"2020Q3",1,1,6,6,4,"0",2,3,"2020Q3",NA,NA,NA,NA,NA,NA,14115.83,14115.83,0,4.06,1,1,"100,591.00",35,1,0,0,9.95853524036037,9.55512298159309,0,1,3,3,0,1,0,0,0,4,0,0,NA,1,1,1,1,0,0,0,10.0777571961745,0,1,NA,0,1,0,1,1,NA,0
"KSSTID0035",3,"1022-3",2,1022,0,"2020Q4",2020,4,42,43,"Male","Non-disabled","English","67216","White",1,"Married","no",1458,730,0,0,0,19181.41,19181.41,0,6.533333333,0,0,"2020Q3",2,1,0,2,1,2,4,"2020Q4",1,2,5,0,2,4,0,0,"2020Q4",2,"2",4,2,2,1,"2020Q4",1,1,6,6,4,"0",2,3,"2020Q4",10,10,10,9,5,1,14115.83,14115.83,0,4.06,1,1,"100,591.00",35,1,0,0,9.86174899226446,9.55512298159309,0,1,3,3,0,0,0,0,0,4,0,0,10,1,1,1,1,0,0,0,9.95853524036037,0,1,-1.68361249192112,0,1,0,1,1,NA,0
"KSSTID0035",4,"1022-4",2,1022,0,"2021Q1",2021,5,42,43,"Male","Non-disabled","English","67216","White",1,"Married","no",1458,730,0,0,0,21145.58,21145.58,0,5.7,0,0,"2021Q1",2,1,0,2,1,2,4,"2021Q1",1,2,6,0,2,4,0,0,"2021Q1",2,"2",5,2,2,1,"2021Q1",1,1,6,6,4,"0",2,3,"2021Q1",9,10,10,3,5,1,14115.83,14115.83,0,4.06,1,1,"101,309.00",35,1,0,0,9.95923346927157,9.55512298159309,0,1,3,3,0,0,0,0,0,4,0,0,10,1,1,1,1,0,0,0,9.86174899226446,0,1,-0.537424887129914,0,1,0,1,1,NA,0
"KSSTID0035",5,"1022-5",2,1022,0,"2021Q2",2021,6,42,44,"Male","Non-disabled","English","67216","White",1,"Married","no",1458,730,0,0,0,19476.16,19476.16,0,5.066666667,0,0,"2021Q2",2,1,0,2,1,2,4,"2021Q2",1,2,6,0,2,4,0,0,"2021Q2",2,"2",4,2,2,1,"2021Q2",1,1,6,6,4,"2",2,4,"2021Q3",11,11,11,11,6,6,14115.83,14115.83,0,4.06,1,1,"101,309.00",35,1,0,0,9.87699777601363,9.55512298159309,0,1,3,4,0,0,0,0,0,4,0,0,11,1,1,1,1,0,0,0,9.95923346927157,0,1,-3.0738342355799,0,1,0,1,1,NA,0
"KSSTID0035",6,"1022-6",2,1022,0,"2021Q3",2021,7,42,44,"Male","Non-disabled","English","67216","White",1,"Married","no",1458,730,0,0,0,16096.07,16096.07,0,4.633333333,0,0,"2021Q3",2,1,0,2,1,2,4,"2021Q3",1,2,6,0,2,4,0,0,"2021Q3",2,"2",3,2,2,1,"2021Q4",1,1,6,6,4,"0",2,4,"2021Q4",11,11,11,11,6,6,14115.83,14115.83,0,4.06,1,1,"101,309.00",35,1,0,0,9.68639254683317,9.55512298159309,0,1,3,4,0,0,0,0,0,4,0,0,11,1,1,1,1,0,0,0,9.87699777601363,0,1,-3.0738342355799,0,1,0,1,1,NA,0
"KSSTID0036",1,"1024-1",2,1024,0,"2020Q2",2020,2,63,63,"Female","Non-disabled","English","67025","Native",0,NA,"no",1456,730,0,0,0,0,0,1,10.33333333,0,0,"2020Q1",2,2,2,2,1,1,2,"2020Q1",1,1,6,1,NA,NA,1,1,"2020Q2",1,"1",4,2,2,3,"2020Q2",1,3,6,6,3,"2",1,3,"2020Q2",4,1,9,5,11,2,0,0,0,3.88,NA,NA,NA,36,0,1,0,0,0,1,0,2,3,1,1,0,1,1,2,0,0,1,NA,0,1,0,0,0,1,0,1,0,1.99392766160879,1,0,1,1,1,0,0
"KSSTID0036",2,"1024-2",2,1024,0,"2020Q3",2020,3,63,64,"Female","Non-disabled","English","67025","Native",0,NA,"no",1456,730,0,0,0,0,0,1,6.766666667,0,0,"2020Q2",1,2,2,2,1,2,1,"2020Q3",1,0,4,1,2,4,0,0,"2020Q3",1,"1",4,1,2,2,"2020Q3",4,5,1,6,1,"1",2,2,"2020Q3",5,5,6,8,6,1,0,0,0,3.88,NA,NA,NA,36,0,1,0,0,0,NA,0,1,2,1,1,1,1,1,1,1,0,5,NA,0,1,0,0,0,1,0,1,0,1.06224528019679,1,0,1,1,1,0,0
"KSSTID0036",3,"1024-3",2,1024,0,"2020Q4",2020,4,63,64,"Female","Non-disabled","English","67025","Native",0,NA,"no",1456,730,0,0,0,0,0,1,5.05,0,0,"2020Q3",2,1,1,2,2,1,3,"2020Q4",1,0,6,1,2,4,0,0,"2020Q4",1,"2",2,2,2,1,"2020Q4",4,5,5,6,0,"0",2,1,"2020Q4",NA,NA,NA,NA,NA,NA,0,0,0,3.88,NA,NA,NA,36,0,1,0,0,0,1,0,1,1,1,0,0,1,1,3,0,0,NA,NA,0,1,0,0,0,1,0,1,0,NA,1,0,1,1,1,0,0
"KSSTID0036",4,"1024-4",2,1024,0,"2021Q1",2021,5,63,64,"Female","Non-disabled","English","67025","Native",0,NA,"no",1456,730,0,0,0,0,0,1,4.583333333,0,0,"2021Q1",2,1,0,2,4,2,4,"2021Q1",1,0,5,0,2,4,0,0,"2021Q1",1,"2",2,2,2,2,"2021Q1",5,5,6,6,0,"0",1,1,"2021Q1",5,10,6,5,7,1,0,0,0,3.88,NA,NA,NA,36,0,1,0,0,0,0,0,1,1,1,0,0,0,0,4,0,0,10,NA,0,1,0,0,0,1,0,1,0,0.659154609193695,1,0,1,1,1,0,0
"KSSTID0036",5,"1024-5",2,1024,0,"2021Q2",2021,6,63,65,"Female","Non-disabled","English","67025","Native",0,NA,"no",1456,730,0,0,0,0,0,1,4.033333333,0,0,"2021Q2",2,1,1,2,2,2,3,"2021Q2",1,0,6,0,2,4,0,0,"2021Q2",1,"2",1,2,2,1,"2021Q2",5,5,6,6,1,"1",1,1,"2021Q3",5,5,11,6,7,8,0,0,0,3.88,NA,NA,NA,36,0,1,0,0,0,1,0,1,1,1,0,0,0,0,3,0,0,5,NA,0,1,0,0,0,1,0,1,0,-0.213466698196398,1,0,1,1,1,0,0
"KSSTID0036",6,"1024-6",2,1024,0,"2021Q3",2021,7,63,65,"Female","Non-disabled","English","67025","Native",0,NA,"no",1456,730,0,0,0,0,0,1,3.7,0,0,"2021Q3",2,1,1,1,4,2,3,"2021Q3",1,0,4,0,2,4,0,0,"2021Q3",1,"2",3,2,2,3,"2021Q4",1,3,6,6,1,"2",2,3,"2021Q4",6,6,10,8,7,7,0,0,0,3.88,NA,NA,NA,36,0,1,0,0,0,1,0,1,3,1,0,0,0,0,3,0,0,6,NA,0,1,0,0,0,1,0,1,0,-0.627412353972868,1,0,1,1,1,0,0
"KSSTID0037",1,"1026-1",2,1026,1,"2020Q2",2020,2,34,34,"Female","Non-disabled","English","67203","Other",2,"Single","yes",181,181,0,0,0,8434.96,8434.96,0,14.46666667,0,0,"2020Q1",2,1,1,1,4,1,3,"2020Q1",1,4,2,1,NA,NA,1,1,"2020Q2",2,"2",3,2,1,5,"2020Q2",1,1,6,6,5,"2",2,3,"2020Q2",6,8,6,8,6,10,8856.68,8856.68,0,4.06,0,2,"37,405.00",37,0,1,0,9.04025880000373,9.08904015829436,1,1,5,3,0,0,0,1,1,3,0,1,8,0,1,1,0,0,1,0,9.08904015829436,0,1,-0.682813807632305,1,1,0,0,1,0,1
"KSSTID0037",2,"1026-2",2,1026,1,"2020Q3",2020,3,34,34,"Female","Non-disabled","English","67203","Other",2,"Single","yes",181,181,1,0,0,9437.43,9437.43,0,9.1,0,0,"2020Q2",2,1,1,1,2,1,3,"2020Q3",1,2,2,0,2,4,0,0,"2020Q3",2,"2",3,2,1,5,"2020Q3",1,1,6,6,4,"1",2,3,"2020Q3",5,5,3,7,8,1,8856.68,8856.68,0,4.06,0,2,"37,405.00",37,0,1,0,9.15254493174859,9.08904015829436,1,1,3,3,0,0,0,0,0,3,0,1,5,0,1,1,0,0,1,0,9.04025880000373,0,1,1.78581086740703,1,1,0,0,1,0,1
"KSSTID0037",3,"1026-3",2,1026,1,"2020Q4",2020,4,34,35,"Female","Non-disabled","English","67203","Other",2,"Single","yes",181,181,1,0,0,10094.07,10094.07,0,6.533333333,0,0,"2020Q3",2,1,1,1,3,2,3,"2020Q4",1,2,2,0,2,4,0,0,"2020Q4",2,"2",1,2,2,2,"2020Q4",1,1,6,6,4,"1",2,3,"2020Q4",9,10,10,7,10,1,8856.68,8856.68,0,4.06,0,2,"37,405.00",37,0,1,0,9.2198024648487,9.08904015829436,1,1,3,3,0,0,0,0,0,3,0,0,10,0,1,1,0,0,1,0,9.15254493174859,0,1,-1.02097731583108,1,1,0,0,1,0,1
"KSSTID0037",4,"1026-4",2,1026,1,"2021Q1",2021,5,34,35,"Female","Non-disabled","English","67203","Other",2,"Single","yes",181,181,1,0,1203,8809.44,10012.44,0,5.7,0,0,"2021Q1",2,1,1,1,3,1,2,"2021Q1",1,2,3,0,2,4,0,0,"2021Q1",2,"2",2,2,2,2,"2021Q1",1,1,6,6,4,"2",2,3,"2021Q1",7,9,9,5,9,1,8856.68,8856.68,0,4.06,0,2,"39,598.00",37,0,1,0,9.21168346961661,9.08904015829436,1,1,3,3,0,0,0,0,0,2,0,0,9,0,1,1,0,0,1,0,9.2198024648487,0,1,0.00613170633494109,1,1,0,0,1,0,1
"KSSTID0037",5,"1026-5",2,1026,1,"2021Q2",2021,6,34,35,"Female","Non-disabled","English","67203","Other",2,"Single","yes",181,181,1,0,0,8618.12,8618.12,0,5.066666667,0,0,"2021Q2",2,1,1,1,3,1,3,"2021Q2",1,2,3,0,2,4,0,0,"2021Q2",NA,NA,NA,NA,NA,NA,"2021Q2",1,1,6,6,4,"0",2,3,"2021Q3",9,9,8,9,6,11,8856.68,8856.68,0,4.06,0,2,"39,598.00",37,0,1,0,9.06173827027933,9.08904015829436,1,1,3,3,NA,NA,0,0,0,3,NA,NA,9,0,1,1,0,0,1,0,9.21168346961661,0,1,-2.05649770670252,1,1,0,0,1,0,1
"KSSTID0037",6,"1026-6",2,1026,1,"2021Q3",2021,7,34,36,"Female","Non-disabled","English","67203","Other",2,"Single","yes",181,181,1,0,0,10869.52,10869.52,0,4.633333333,0,0,"2021Q3",2,1,1,1,3,1,1,"2021Q3",1,2,2,0,2,4,0,0,"2021Q3",1,"2",1,2,2,1,"2021Q4",1,1,6,6,4,"0",2,3,"2021Q4",10,9,10,9,5,11,8856.68,8856.68,0,4.06,0,2,"39,598.00",37,0,1,0,9.29380981705753,9.08904015829436,1,1,3,3,1,0,0,0,0,1,0,0,9,0,1,1,0,0,1,0,9.06173827027933,0,1,-2.61823349387594,1,1,0,0,1,0,1
"KSSTID0038",1,"1009-1",3,1009,1,"2020Q2",2020,2,29,30,"Male","Non-Disabled","English","67203","White",0,"Single","yes",176,176,0,0,6600,1250,7850,0,14.46666667,0,0,"2020Q1",2,2,2,2,1,1,1,"2020Q2",NA,NA,NA,NA,NA,NA,NA,NA,"2020Q2",NA,NA,NA,NA,NA,NA,"2020Q2",4,5,5,6,5,"2",1,3,"2020Q2",10,10,10,3,10,1,3090.33,3090.33,0,4.06,0,1,"26,061.00",38,1,0,0,8.96839619119826,8.03635669799934,1,0,NA,3,NA,NA,0,NA,NA,1,NA,NA,10,0,1,0,0,1,0,0,8.03635669799934,0,0,-0.581974000903975,1,0,NA,NA,NA,NA,NA
"KSSTID0038",2,"1009-2",3,1009,1,"2020Q3",2020,3,29,30,"Male","Non-Disabled","English","67203","White",0,"Single","yes",176,176,1,0,7225,0,7225,1,9.1,0,0,"2020Q3",2,1,0,2,3,1,3,"2020Q3",1,4,4,0,2,4,0,0,"2020Q3",2,"2",5,2,1,5,"2020Q3",5,5,6,5,0,"0",2,4,"2020Q3",10,10,10,10,5,5,3090.33,3090.33,0,4.06,0,1,"26,061.00",38,1,0,0,8.88544091170758,8.03635669799934,0,0,5,4,0,0,0,0,0,3,0,1,10,0,1,0,0,1,0,0,8.96839619119826,0,0,-2.28868020345534,1,0,NA,NA,NA,NA,NA
"KSSTID0038",3,"1009-3",3,1009,1,"2020Q4",2020,4,29,30,"Male","Non-Disabled","English","67203","White",0,"Single","yes",176,176,1,0,3025,775.38,3800.38,0,6.533333333,0,0,"2020Q4",2,1,0,2,1,2,4,"2020Q4",1,4,3,0,2,4,0,0,"2020Q4",1,"1",5,2,2,3,"2020Q4",5,5,6,5,0,"0",2,1,"2021Q1",10,10,10,10,0,5,3090.33,3090.33,0,4.06,0,1,"26,061.00",38,1,0,0,8.24311943768335,8.03635669799934,0,0,5,1,1,1,0,0,0,4,0,0,10,0,1,0,0,1,0,0,8.88544091170758,1,0,-2.4392041426415,1,0,NA,NA,NA,NA,NA
"KSSTID0038",4,"1009-4",3,1009,1,"2021Q1",2021,5,29,NA,"Male","Non-Disabled","English","67203","White",0,"Single","yes",176,176,1,0,0,7200,7200,0,5.7,0,0,"2021Q1",NA,NA,NA,NA,NA,NA,NA,"2021Q1",NA,NA,NA,NA,NA,NA,NA,NA,"2021Q1",2,"2",2,2,NA,5,"2021Q1",NA,NA,NA,NA,NA,NA,NA,NA,"2021Q2",10,10,10,10,0,10,3090.33,3090.33,0,4.06,NA,NA,NA,38,1,0,0,8.88197518424887,8.03635669799934,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,10,NA,0,0,0,1,0,0,8.24311943768335,0,0,-2.99738991709449,1,0,NA,NA,NA,NA,NA
"KSSTID0038",5,"1009-5",3,1009,1,"2021Q2",2021,6,29,31,"Male","Non-Disabled","English","67203","White",0,"Single","yes",176,176,1,0,0,8024.06,8024.06,0,5.066666667,0,0,"2021Q2",2,2,2,2,1,2,4,"2021Q2",NA,NA,NA,NA,NA,NA,NA,NA,"2021Q2",1,"2",1,2,2,1,"2021Q3",5,5,6,3,4,"1",1,1,"2021Q3",10,10,10,10,10,3,3090.33,3090.33,0,4.06,NA,NA,NA,38,1,0,0,8.99032442460578,8.03635669799934,NA,0,NA,1,1,0,0,NA,NA,4,0,0,10,NA,0,0,0,1,0,0,8.88197518424887,0,NA,-1.91488195448799,1,0,NA,NA,NA,NA,NA
"KSSTID0038",6,"1009-6",3,1009,1,"2021Q4",2021,7,29,31,"Male","Non-Disabled","English","67203","White",0,"Single","yes",176,176,1,0,0,4832.57,4832.57,0,3.066666667,0,0,"2021Q3",2,1,0,2,1,2,4,"2021Q3",1,4,5,0,2,4,0,0,"2021Q4",1,"2",1,2,2,1,"2021Q4",1,1,6,6,4,"1",2,3,"2021Q4",10,10,10,10,10,3,3090.33,3090.33,0,4.06,NA,NA,NA,38,1,0,0,8.48334060405903,8.03635669799934,0,1,5,3,1,0,0,0,0,4,0,0,10,NA,0,0,0,1,0,0,8.99032442460578,0,0,-1.91488195448799,1,0,NA,NA,NA,NA,NA
"KSSTID0039",1,"1018-1",3,1018,1,"2020Q2",2020,2,24,24,"Male","Non-disabled","English","67114","White",0,"Single","yes",95,95,1,0,0,7566.08,7566.08,0,8.633333333,0,0,"2020Q1",2,2,2,2,1,1,2,"2020Q2",2,3,2,1,NA,NA,1,1,"2020Q2",1,"1",4,2,1,4,"2020Q2",1,1,6,6,5,"1",2,2,"2020Q2",4,5,4,5,1,1,6404.05,6404.05,0,3.62,0,0,"33,325.00",39,1,0,0,8.93156253886012,8.76484202070161,0,1,4,2,1,1,0,1,1,2,0,1,5,0,0,1,0,0,1,0,8.76484202070161,0,1,1.9189096162623,0,1,1,1,1,0,1
"KSSTID0039",2,"1018-2",3,1018,1,"2020Q3",2020,3,24,24,"Male","Non-disabled","English","67114","White",0,"Single","yes",95,95,1,0,0,7701.5,7701.5,0,5.522222222,0,0,"2020Q3",2,1,0,2,4,1,2,"2020Q3",1,1,2,0,2,4,0,0,"2020Q3",2,"2",3,1,2,3,"2020Q3",1,1,6,6,4,"0",2,2,"2020Q3",5,6,4,5,5,1,6404.05,6404.05,0,3.62,0,0,"33,325.00",39,1,0,0,8.94930023047082,8.76484202070161,0,1,2,2,0,0,0,0,0,2,1,0,6,0,0,1,0,0,1,0,8.93156253886012,0,1,1.66250516769985,0,1,1,1,1,0,1
"KSSTID0039",3,"1018-3",3,1018,1,"2020Q4",2020,4,24,25,"Male","Non-disabled","English","67114","White",0,"Single","yes",95,95,1,0,0,12213.64,12213.64,0,3.911111111,0,0,"2020Q4",2,1,0,2,4,1,1,"2020Q4",2,1,2,0,2,4,4,0,"2020Q4",1,"2",3,2,2,4,"2020Q4",1,1,6,6,4,"0",2,3,"2021Q1",7,6,5,6,5,1,6404.05,6404.05,0,3.62,0,0,"33,325.00",39,1,0,0,9.41039051129683,8.76484202070161,0,1,2,3,1,0,0,0,0,1,0,0,6,0,0,1,0,0,1,0,8.94930023047082,0,1,0.945560996619592,0,1,1,1,1,0,1
"KSSTID0039",4,"1018-4",3,1018,1,"2021Q1",2021,5,24,25,"Male","Non-disabled","English","67114","White",0,"Single","yes",95,95,1,0,0,7179.02,7179.02,0,3.5,0,0,"2021Q1",2,1,0,2,3,1,2,"2021Q1",2,1,2,0,2,4,4,0,"2021Q1",1,"2",2,1,2,3,"2021Q1",1,1,6,6,4,"0",2,3,"2021Q2",5,6,6,5,5,1,6404.05,6404.05,0,3.62,0,0,"39,512.00",39,1,0,0,8.87905744755371,8.76484202070161,0,1,2,3,1,0,0,0,0,2,1,0,6,0,0,1,0,0,1,0,9.41039051129683,0,1,1.32594722132389,0,1,1,1,1,0,1
"KSSTID0039",5,"1018-5",3,1018,1,"2021Q2",2021,6,24,25,"Male","Non-disabled","English","67114","White",0,"Single","yes",95,95,1,0,0,7724.5,7724.5,0,3.311111111,0,0,"2021Q2",2,1,0,2,2,2,1,"2021Q2",2,1,2,0,2,4,4,0,"2021Q2",2,"2",3,1,2,3,"2021Q3",1,1,6,6,4,"0",2,3,"2021Q3",9,9,9,8,4,8,6404.05,6404.05,0,3.62,0,0,"39,512.00",39,1,0,0,8.95228182459047,8.76484202070161,0,1,2,3,0,0,0,0,0,1,1,0,9,0,0,1,0,0,1,0,8.87905744755371,0,1,-1.79155569892134,0,1,1,1,1,0,1
"KSSTID0039",6,"1018-6",3,1018,1,"2021Q4",2021,7,24,26,"Male","Non-disabled","English","67114","White",0,"Single","yes",95,95,1,0,0,16065.24,16065.24,0,2.1,0,0,"2021Q3",2,1,0,2,1,2,4,"2021Q3",1,2,3,1,2,4,0,0,"2021Q4",2,"2",3,2,2,3,"2021Q4",1,1,6,6,4,"0",2,3,"2021Q4",8,7,7,6,8,7,6404.05,6404.05,0,3.62,0,0,"39,512.00",39,1,0,0,9.68447545500137,8.76484202070161,0,1,3,3,0,0,0,1,1,4,0,0,7,0,0,1,0,0,1,0,8.95228182459047,0,1,-0.347329115499644,0,1,1,1,1,0,1
"KSSTID0041",1,"1018-1",4,1018,1,"2020Q2",2020,2,57,57,"Male","Non-disabled","English","67016","White",0,"Married","yes",155,155,0,0,0,0,0,1,14.46666667,0,0,"2020Q2",2,3,0,2,1,2,4,"2020Q2",NA,NA,NA,NA,NA,NA,NA,NA,"2020Q2",NA,NA,NA,NA,NA,NA,"2020Q2",2,5,6,6,1,"3",2,1,"2020Q3",5,9,9,1,0,9,849.26,849.26,0,4.06,NA,NA,NA,41,1,0,0,0,6.74554218506483,0,0,NA,1,NA,NA,0,NA,NA,4,NA,NA,9,1,0,1,0,1,0,0,6.74554218506483,0,0,-0.133686149517166,0,0,NA,NA,NA,NA,NA
"KSSTID0041",2,"1018-2",4,1018,1,"2020Q3",2020,3,57,57,"Male","Non-disabled","English","67016","White",0,"Married","yes",155,155,1,0,0,0,0,1,9.1,0,0,"2020Q3",2,2,2,2,1,2,4,"2020Q3",2,1,4,0,2,4,0,0,"2020Q3",1,"1",3,2,2,2,"2020Q3",NA,NA,NA,NA,NA,NA,NA,NA,"2020Q4",8,9,9,9,9,10,849.26,849.26,0,4.06,NA,NA,NA,41,1,0,0,0,6.74554218506483,NA,NA,2,NA,1,1,0,0,0,4,0,0,9,1,0,1,0,1,0,0,0,1,0,-1.82775210852799,0,0,NA,NA,NA,NA,NA
"KSSTID0041",3,"1018-3",4,1018,1,"2020Q4",2020,4,57,57,"Male","Non-disabled","English","67016","White",0,"Married","yes",155,155,1,0,0,6943.7,6943.7,0,6.533333333,0,0,"2020Q4",2,2,2,2,1,2,2,"2020Q4",NA,NA,NA,NA,NA,NA,NA,NA,"2020Q4",1,"1",4,2,1,4,"2021Q1",3,5,6,6,1,"1",2,4,"2021Q1",3,1,NA,NA,1,1,849.26,849.26,0,4.06,NA,NA,NA,41,1,0,0,8.84573405771117,6.74554218506483,NA,0,NA,4,1,1,0,NA,NA,2,0,1,1,1,0,1,0,1,0,0,0,1,NA,NA,0,0,NA,NA,NA,NA,NA
