"STID","Seq","RandQuarter","Year","Treatment","RandDate","AgeEnroll","Gender","PhysicalStatus","Language","ZIP","Race","ChildrenInHome","MaritalStatus","KLSexpunge","timeToExpunge","expunge","Recid","total_benefits","total_wages","total_income","Unemployed","local_unemploy","address_change","late_payments","FilingStatus","Dependents","FedAdjGrossIncome","courtRecid","Part","white","Female","Disabled","logIncome","Married","dependent","eYear","pe_wageAvg2","pe_wageAvg1","pe_wageAvgFull","pe_incomeAvg2","pe_incomeAvg1","pe_incomeAvgFull","pe_wageAvg","pe_incomeAvg","wageRatio","incomeRatio","end_date","add_rec","pstudy_employed","LessHighSchool","HighSchool","SomeCollege","College","income_lag","unemploy_lag"
"KSSTID0045",2,"2020Q1",2020,0,"2020-03-13",28,"Female","Non-disabled","English","66608","Black",2,"Single",0,1600,0,0,5848.17387,940.5,6788.67387,0,6.1,0,0,0,2,"15,560.00",NA,45,0,1,0,8.82315818847139,0,1,1,2176.16,2187.7,2181.93,2176.16,2187.7,2181.93,2181.93,2181.93,0.43104040917903,3.11131606880147,2022-03-13,0,1,0,0,1,0,7.36603281933674,1
"KSSTID0045",3,"2020Q1",2020,0,"2020-03-13",28,"Female","Non-disabled","English","66608","Black",2,"Single",0,1600,0,0,1557.47827,1364.61,2922.08827,0,4.366666667,0,0,0,2,"15,560.00",NA,45,0,1,0,7.98039596308156,0,1,1,2176.16,2187.7,2181.93,2176.16,2187.7,2181.93,2181.93,2181.93,0.625414197522377,1.33922182196496,2022-03-13,0,1,0,0,1,0,8.82315818847139,0
"KSSTID0045",4,"2020Q1",2021,0,"2020-03-13",28,"Female","Non-disabled","English","66608","Black",2,"Single",0,1600,0,0,0,0,0,1,4.066666667,1,0,NA,NA,NA,NA,45,0,1,0,0,0,1,2,2176.16,2187.7,2181.93,2176.16,2187.7,2181.93,2181.93,2181.93,0,0,2022-03-13,0,1,0,0,1,0,7.98039596308156,0
"KSSTID0045",5,"2020Q1",2021,0,"2020-03-13",28,"Female","Non-disabled","English","66608","Black",2,"Single",0,1600,0,0,0,0,0,1,3.533333333,0,0,NA,NA,NA,NA,45,0,1,0,0,0,1,2,2176.16,2187.7,2181.93,2176.16,2187.7,2181.93,2181.93,2181.93,0,0,2022-03-13,0,1,0,0,1,0,0,1
"KSSTID0045",6,"2020Q1",2021,0,"2020-03-13",28,"Female","Non-disabled","English","66608","Black",2,"Single",0,1600,0,0,0,0,0,1,3.533333333,0,0,NA,NA,NA,NA,45,0,1,0,0,0,1,2,2176.16,2187.7,2181.93,2176.16,2187.7,2181.93,2181.93,2181.93,0,0,2022-03-13,0,1,0,0,1,0,0,1
"KSSTID0045",7,"2020Q1",2021,0,"2020-03-13",28,"Female","Non-disabled","English","66608","Black",2,"Single",0,1600,0,0,0,0,0,1,2.4,0,0,NA,NA,NA,NA,45,0,1,0,0,0,1,2,2176.16,2187.7,2181.93,2176.16,2187.7,2181.93,2181.93,2181.93,0,0,2022-03-13,0,1,0,0,1,0,0,1
"KSSTID0046",-8,"2020Q1",2018,0,"2020-03-27",46,"Female","Non-disabled","English","67505","White",1,"Divorced",0,1405,0,0,0,0,0,1,4.033333333,0,0,NA,NA,"",NA,46,1,1,0,0,0,1,-2,0,3888.9775,1944.48875,0,3888.9775,1944.48875,1944.48875,1944.48875,0,0,2022-03-27,0,1,0,0,1,0,NA,NA
"KSSTID0046",-7,"2020Q1",2018,0,"2020-03-27",46,"Female","Non-disabled","English","67505","White",1,"Divorced",0,1405,0,0,0,0,0,1,3.633333333,0,0,NA,NA,"",NA,46,1,1,0,0,0,1,-2,0,3888.9775,1944.48875,0,3888.9775,1944.48875,1944.48875,1944.48875,0,0,2022-03-27,0,1,0,0,1,0,0,1
"KSSTID0046",-6,"2020Q1",2018,0,"2020-03-27",46,"Female","Non-disabled","English","67505","White",1,"Divorced",0,1405,0,0,0,0,0,1,3.733333333,0,0,NA,NA,"",NA,46,1,1,0,0,0,1,-2,0,3888.9775,1944.48875,0,3888.9775,1944.48875,1944.48875,1944.48875,0,0,2022-03-27,0,1,0,0,1,0,0,1
"KSSTID0046",-5,"2020Q1",2018,0,"2020-03-27",46,"Female","Non-disabled","English","67505","White",1,"Divorced",0,1405,0,0,0,0,0,1,3.1,0,0,NA,NA,"",NA,46,1,1,0,0,0,1,-2,0,3888.9775,1944.48875,0,3888.9775,1944.48875,1944.48875,1944.48875,0,0,2022-03-27,0,1,0,0,1,0,0,1
"KSSTID0046",-4,"2020Q1",2019,0,"2020-03-27",46,"Female","Non-disabled","English","67505","White",1,"Divorced",0,1405,0,0,0,2809.47,2809.47,0,3.533333333,0,0,0,1,"15,556.00",NA,46,1,1,0,7.94110700812791,0,1,-1,0,3888.9775,1944.48875,0,3888.9775,1944.48875,1944.48875,1944.48875,1.44483736406292,1.44483736406292,2022-03-27,0,1,0,0,1,0,0,1
"KSSTID0046",-3,"2020Q1",2019,0,"2020-03-27",46,"Female","Non-disabled","English","67505","White",1,"Divorced",0,1405,0,0,0,4112.82,4112.82,0,3.333333333,0,0,0,1,"15,556.00",NA,46,1,1,0,8.32210731621731,0,1,-1,0,3888.9775,1944.48875,0,3888.9775,1944.48875,1944.48875,1944.48875,2.11511637699112,2.11511637699112,2022-03-27,0,1,0,0,1,0,7.94110700812791,0
"KSSTID0046",-2,"2020Q1",2019,0,"2020-03-27",46,"Female","Non-disabled","English","67505","White",1,"Divorced",0,1405,0,0,0,4971.28,4971.28,0,3.4,0,0,0,1,"15,556.00",NA,46,1,1,0,8.511633766411,0,1,-1,0,3888.9775,1944.48875,0,3888.9775,1944.48875,1944.48875,1944.48875,2.55660003175642,2.55660003175642,2022-03-27,0,1,0,0,1,0,8.32210731621731,0
"KSSTID0046",-1,"2020Q1",2019,0,"2020-03-27",46,"Female","Non-disabled","English","67505","White",1,"Divorced",0,1405,0,0,0,3662.34,3662.34,0,2.8,0,0,0,1,"15,556.00",NA,46,1,1,0,8.20613057856412,0,1,-1,0,3888.9775,1944.48875,0,3888.9775,1944.48875,1944.48875,1944.48875,1.88344622718954,1.88344622718954,2022-03-27,0,1,0,0,1,0,8.511633766411,0
"KSSTID0046",0,"2020Q1",2020,0,"2020-03-27",46,"Female","Non-disabled","English","67505","White",1,"Divorced",0,1405,0,0,0,3417.9,3417.9,0,3.333333333,0,0,0,1,"17,921.00",NA,46,1,1,0,8.13707414089334,0,1,1,0,3888.9775,1944.48875,0,3888.9775,1944.48875,1944.48875,1944.48875,1.75773709156199,1.75773709156199,2022-03-27,0,1,0,0,1,0,8.20613057856412,0
"KSSTID0046",1,"2020Q1",2020,0,"2020-03-27",46,"Female","Non-disabled","English","67505","White",1,"Divorced",0,1405,0,0,2074,4926.04,7000.04,0,8.3,0,0,0,1,"17,921.00",NA,46,1,1,0,8.85381398843038,0,1,1,0,3888.9775,1944.48875,0,3888.9775,1944.48875,1944.48875,1944.48875,2.53333427616899,3.59993854425746,2022-03-27,0,1,0,0,1,0,8.13707414089334,0
"KSSTID0046",2,"2020Q1",2020,0,"2020-03-27",46,"Female","Non-disabled","English","67505","White",1,"Divorced",0,1405,0,0,4496.2,5518.71,10014.91,0,5.933333333,0,0,0,1,"17,921.00",NA,46,1,1,0,9.2119301076765,0,1,1,0,3888.9775,1944.48875,0,3888.9775,1944.48875,1944.48875,1944.48875,2.83812904548818,5.15040778713685,2022-03-27,0,1,0,0,1,0,8.85381398843038,0
"KSSTID0046",3,"2020Q1",2020,0,"2020-03-27",46,"Female","Non-disabled","English","67505","White",1,"Divorced",0,1405,0,0,414.8,0,414.8,1,4.4,0,0,0,1,"17,921.00",NA,46,1,1,0,6.03020437542391,0,1,1,0,3888.9775,1944.48875,0,3888.9775,1944.48875,1944.48875,1944.48875,0,0.213320853617693,2022-03-27,0,1,0,0,1,0,9.2119301076765,0
"KSSTID0046",4,"2020Q1",2021,0,"2020-03-27",46,"Female","Non-disabled","English","67505","White",1,"Divorced",0,1405,0,0,0,200,200,0,3.866666667,0,0,NA,NA,"",NA,46,1,1,0,5.30330490805908,0,1,2,0,3888.9775,1944.48875,0,3888.9775,1944.48875,1944.48875,1944.48875,0.102854799237075,0.102854799237075,2022-03-27,0,1,0,0,1,0,6.03020437542391,1
"KSSTID0046",5,"2020Q1",2021,0,"2020-03-27",46,"Female","Non-disabled","English","67505","White",1,"Divorced",0,1405,0,0,0,0,0,1,3.433333333,0,0,NA,NA,"",NA,46,1,1,0,0,0,1,2,0,3888.9775,1944.48875,0,3888.9775,1944.48875,1944.48875,1944.48875,0,0,2022-03-27,0,1,0,0,1,0,5.30330490805908,0
"KSSTID0046",6,"2020Q1",2021,0,"2020-03-27",46,"Female","Non-disabled","English","67505","White",1,"Divorced",0,1405,0,0,0,768,768,0,3.8,0,0,NA,NA,"",NA,46,1,1,0,6.64509096950564,0,1,2,0,3888.9775,1944.48875,0,3888.9775,1944.48875,1944.48875,1944.48875,0.394962429070366,0.394962429070366,2022-03-27,0,1,0,0,1,0,0,1
"KSSTID0046",7,"2020Q1",2021,0,"2020-03-27",46,"Female","Non-disabled","English","67505","White",1,"Divorced",0,1405,0,0,0,2372.04,2372.04,0,2.566666667,0,0,NA,NA,"",NA,46,1,1,0,7.77192711259374,0,1,2,0,3888.9775,1944.48875,0,3888.9775,1944.48875,1944.48875,1944.48875,1.21987848991155,1.21987848991155,2022-03-27,0,1,0,0,1,0,6.64509096950564,0
"KSSTID0047",-8,"2020Q1",2018,1,"2020-03-27",64,"Male","Non-disabled","English","67232","White",0,"Single",1,552,0,0,0,3036,3036,0,3.883333333,0,0,0,0,"13,093.00",NA,47,1,0,0,8.01862546504575,0,0,-2,3273.1425,3624.045,3448.59375,3273.1425,3624.045,3448.59375,3448.59375,3448.59375,0.880358841919261,0.880358841919261,2022-03-27,0,1,0,0,1,0,NA,NA
"KSSTID0047",-7,"2020Q1",2018,1,"2020-03-27",64,"Male","Non-disabled","English","67232","White",0,"Single",1,552,0,0,0,2500.2,2500.2,0,3.483333333,1,0,0,0,"13,093.00",NA,47,1,0,0,7.82452589569314,0,0,-2,3273.1425,3624.045,3448.59375,3273.1425,3624.045,3448.59375,3448.59375,3448.59375,0.724991164876988,0.724991164876988,2022-03-27,0,1,0,0,1,0,8.01862546504575,0
"KSSTID0047",-6,"2020Q1",2018,1,"2020-03-27",64,"Male","Non-disabled","English","67232","White",0,"Single",1,552,0,0,0,3216,3216,0,3.533333333,0,0,0,0,"13,093.00",NA,47,1,0,0,8.07620452723903,0,0,-2,3273.1425,3624.045,3448.59375,3273.1425,3624.045,3448.59375,3448.59375,3448.59375,0.932554030175343,0.932554030175343,2022-03-27,0,1,0,0,1,0,7.82452589569314,0
"KSSTID0047",-5,"2020Q1",2018,1,"2020-03-27",64,"Male","Non-disabled","English","67232","White",0,"Single",1,552,0,0,0,4340.37,4340.37,0,3.016666667,0,0,0,0,"13,093.00",NA,47,1,0,0,8.37594524548449,0,0,-2,3273.1425,3624.045,3448.59375,3273.1425,3624.045,3448.59375,3448.59375,3448.59375,1.25859127361696,1.25859127361696,2022-03-27,0,1,0,0,1,0,8.07620452723903,0
"KSSTID0047",-4,"2020Q1",2019,1,"2020-03-27",64,"Male","Non-disabled","English","67232","White",0,"Single",1,552,0,0,0,3189.69,3189.69,0,3.583333333,0,1,0,0,"14,496.00",NA,47,1,0,0,8.06799247332965,0,0,-1,3273.1425,3624.045,3448.59375,3273.1425,3624.045,3448.59375,3448.59375,3448.59375,0.924924833491912,0.924924833491912,2022-03-27,0,1,0,0,1,0,8.37594524548449,0
"KSSTID0047",-3,"2020Q1",2019,1,"2020-03-27",64,"Male","Non-disabled","English","67232","White",0,"Single",1,552,0,0,0,3703.77,3703.77,0,3.166666667,0,1,0,0,"14,496.00",NA,47,1,0,0,8.21737645753065,0,0,-1,3273.1425,3624.045,3448.59375,3273.1425,3624.045,3448.59375,3448.59375,3448.59375,1.07399429115128,1.07399429115128,2022-03-27,0,1,0,0,1,0,8.06799247332965,0
"KSSTID0047",-2,"2020Q1",2019,1,"2020-03-27",64,"Male","Non-disabled","English","67232","White",0,"Single",1,552,0,0,0,3175.2,3175.2,0,3.433333333,0,1,0,0,"14,496.00",NA,47,1,0,0,8.06344079267655,0,0,-1,3273.1425,3624.045,3448.59375,3273.1425,3624.045,3448.59375,3448.59375,3448.59375,0.920723120837298,0.920723120837298,2022-03-27,0,1,0,0,1,0,8.21737645753065,0
"KSSTID0047",-1,"2020Q1",2019,1,"2020-03-27",64,"Male","Non-disabled","English","67232","White",0,"Single",1,552,0,0,0,4427.52,4427.52,0,2.883333333,0,1,0,0,"14,496.00",NA,47,1,0,0,8.39582072144131,0,0,-1,3273.1425,3624.045,3448.59375,3273.1425,3624.045,3448.59375,3448.59375,3448.59375,1.28386244393095,1.28386244393095,2022-03-27,0,1,0,0,1,0,8.06344079267655,0
"KSSTID0047",0,"2020Q1",2020,1,"2020-03-27",64,"Male","Non-disabled","English","67232","White",0,"Single",1,552,0,0,0,3175.2,3175.2,0,3.533333333,0,1,NA,NA,"",NA,47,1,0,0,8.06344079267655,0,0,1,3273.1425,3624.045,3448.59375,3273.1425,3624.045,3448.59375,3448.59375,3448.59375,0.920723120837298,0.920723120837298,2022-03-27,0,1,0,0,1,0,8.39582072144131,0
"KSSTID0047",1,"2020Q1",2020,1,"2020-03-27",64,"Male","Non-disabled","English","67232","White",0,"Single",1,552,0,0,0,5766.13,5766.13,0,12.81666667,0,0,NA,NA,"",NA,47,1,0,0,8.65992983541094,0,0,1,3273.1425,3624.045,3448.59375,3273.1425,3624.045,3448.59375,3448.59375,3448.59375,1.67202356032803,1.67202356032803,2022-03-27,0,1,0,0,1,0,8.06344079267655,0
"KSSTID0047",2,"2020Q1",2020,1,"2020-03-27",64,"Male","Non-disabled","English","67232","White",0,"Single",1,552,0,0,0,3175.2,3175.2,0,7.866666667,0,0,NA,NA,"",NA,47,1,0,0,8.06344079267655,0,0,1,3273.1425,3624.045,3448.59375,3273.1425,3624.045,3448.59375,3448.59375,3448.59375,0.920723120837298,0.920723120837298,2022-03-27,0,1,0,0,1,0,8.65992983541094,0
"KSSTID0047",3,"2020Q1",2020,1,"2020-03-27",64,"Male","Non-disabled","English","67232","White",0,"Single",1,552,0,0,0,760.28,760.28,0,5.666666667,0,0,NA,NA,"",NA,47,1,0,0,6.63500122711459,0,0,1,3273.1425,3624.045,3448.59375,3273.1425,3624.045,3448.59375,3448.59375,3448.59375,0.22046087626297,0.22046087626297,2022-03-27,0,1,0,0,1,0,8.06344079267655,0
"KSSTID0047",4,"2020Q1",2021,1,"2020-03-27",64,"Male","Non-disabled","English","67232","White",0,"Single",1,552,0,0,0,0,0,1,5.033333333,0,0,NA,NA,"",NA,47,1,0,0,0,0,0,2,3273.1425,3624.045,3448.59375,3273.1425,3624.045,3448.59375,3448.59375,3448.59375,0,0,2022-03-27,0,1,0,0,1,0,6.63500122711459,0
"KSSTID0047",5,"2020Q1",2021,1,"2020-03-27",64,"Male","Non-disabled","English","67232","White",0,"Single",1,552,0,0,0,0,0,1,4.483333333,0,0,NA,NA,"",NA,47,1,0,0,0,0,0,2,3273.1425,3624.045,3448.59375,3273.1425,3624.045,3448.59375,3448.59375,3448.59375,0,0,2022-03-27,0,1,0,0,1,0,0,1
"KSSTID0047",6,"2020Q1",2021,1,"2020-03-27",64,"Male","Non-disabled","English","67232","White",0,"Single",1,552,1,0,0,0,0,1,4.15,0,0,NA,NA,"",NA,47,1,0,0,0,0,0,2,3273.1425,3624.045,3448.59375,3273.1425,3624.045,3448.59375,3448.59375,3448.59375,0,0,2022-03-27,0,1,0,0,1,0,0,1
"KSSTID0047",7,"2020Q1",2021,1,"2020-03-27",64,"Male","Non-disabled","English","67232","White",0,"Single",1,552,1,0,0,0,0,1,2.766666667,0,0,NA,NA,"",NA,47,1,0,0,0,0,0,2,3273.1425,3624.045,3448.59375,3273.1425,3624.045,3448.59375,3448.59375,3448.59375,0,0,2022-03-27,0,1,0,0,1,0,0,1
"KSSTID0048",-8,"2020Q1",2018,0,"2020-03-28",50,"Male","Physical","English","67208","White",2,"Married",0,1404,0,0,0,0,0,1,4,0,0,1,3,"10,873.00",NA,48,1,0,1,0,1,1,-2,0,5698.36,2849.18,0,5698.36,2849.18,2849.18,2849.18,0,0,2022-03-28,0,1,0,0,1,0,NA,NA
"KSSTID0048",-7,"2020Q1",2018,0,"2020-03-28",50,"Male","Physical","English","67208","White",2,"Married",0,1404,0,0,0,0,0,1,3.566666667,0,0,1,3,"10,873.00",NA,48,1,0,1,0,1,1,-2,0,5698.36,2849.18,0,5698.36,2849.18,2849.18,2849.18,0,0,2022-03-28,0,1,0,0,1,0,0,1
"KSSTID0048",-6,"2020Q1",2018,0,"2020-03-28",50,"Male","Physical","English","67208","White",2,"Married",0,1404,0,0,0,0,0,1,3.666666667,0,0,1,3,"10,873.00",NA,48,1,0,1,0,1,1,-2,0,5698.36,2849.18,0,5698.36,2849.18,2849.18,2849.18,0,0,2022-03-28,0,1,0,0,1,0,0,1
"KSSTID0048",-5,"2020Q1",2018,0,"2020-03-28",50,"Male","Physical","English","67208","White",2,"Married",0,1404,0,0,0,0,0,1,3.133333333,0,0,1,3,"10,873.00",NA,48,1,0,1,0,1,1,-2,0,5698.36,2849.18,0,5698.36,2849.18,2849.18,2849.18,0,0,2022-03-28,0,1,0,0,1,0,0,1
"KSSTID0048",-4,"2020Q1",2019,0,"2020-03-28",50,"Male","Physical","English","67208","White",2,"Married",0,1404,0,0,0,0,0,1,3.733333333,0,1,1,3,"22,793.00",NA,48,1,0,1,0,1,1,-1,0,5698.36,2849.18,0,5698.36,2849.18,2849.18,2849.18,0,0,2022-03-28,0,1,0,0,1,0,0,1
"KSSTID0048",-3,"2020Q1",2019,0,"2020-03-28",50,"Male","Physical","English","67208","White",2,"Married",0,1404,0,0,0,5859.19,5859.19,0,3.233333333,0,0,1,3,"22,793.00",NA,48,1,0,1,8.67593730525363,1,1,-1,0,5698.36,2849.18,0,5698.36,2849.18,2849.18,2849.18,2.05644782007455,2.05644782007455,2022-03-28,0,1,0,0,1,0,0,1
"KSSTID0048",-2,"2020Q1",2019,0,"2020-03-28",50,"Male","Physical","English","67208","White",2,"Married",0,1404,0,0,0,7966.38,7966.38,0,3.5,0,1,1,3,"22,793.00",NA,48,1,0,1,8.983110984992,1,1,-1,0,5698.36,2849.18,0,5698.36,2849.18,2849.18,2849.18,2.79602552313297,2.79602552313297,2022-03-28,0,1,0,0,1,0,8.67593730525363,0
"KSSTID0048",-1,"2020Q1",2019,0,"2020-03-28",50,"Male","Physical","English","67208","White",2,"Married",0,1404,0,0,0,8967.87,8967.87,0,2.966666667,0,1,1,3,"22,793.00",NA,48,1,0,1,9.10151497164346,1,1,-1,0,5698.36,2849.18,0,5698.36,2849.18,2849.18,2849.18,3.14752665679248,3.14752665679248,2022-03-28,0,1,0,0,1,0,8.983110984992,0
"KSSTID0048",0,"2020Q1",2020,0,"2020-03-28",50,"Male","Physical","English","67208","White",2,"Married",0,1404,0,0,0,8291.24,8291.24,0,3.7,0,0,1,2,"43549",NA,48,1,0,1,9.02307541669687,1,1,1,0,5698.36,2849.18,0,5698.36,2849.18,2849.18,2849.18,2.91004429344583,2.91004429344583,2022-03-28,0,1,0,0,1,0,9.10151497164346,0
"KSSTID0048",1,"2020Q1",2020,0,"2020-03-28",50,"Male","Physical","English","67208","White",2,"Married",0,1404,0,0,0,7541.56,7541.56,0,14.46666667,0,0,1,2,"43549",NA,48,1,0,1,8.92831692592368,1,1,1,0,5698.36,2849.18,0,5698.36,2849.18,2849.18,2849.18,2.64692297432946,2.64692297432946,2022-03-28,0,1,0,0,1,0,9.02307541669687,0
"KSSTID0048",2,"2020Q1",2020,0,"2020-03-28",50,"Male","Physical","English","67208","White",2,"Married",0,1404,0,0,2256,8022.68,10278.68,0,9.1,0,0,1,2,"43549",NA,48,1,0,1,9.23792441011999,1,1,1,0,5698.36,2849.18,0,5698.36,2849.18,2849.18,2849.18,2.81578559445174,3.60759235990706,2022-03-28,0,1,0,0,1,0,8.92831692592368,0
"KSSTID0048",3,"2020Q1",2020,0,"2020-03-28",50,"Male","Physical","English","67208","White",2,"Married",0,1404,0,0,0,8690.62,8690.62,0,6.533333333,0,0,1,2,"43549",NA,48,1,0,1,9.07011462205893,1,1,1,0,5698.36,2849.18,0,5698.36,2849.18,2849.18,2849.18,3.05021795744741,3.05021795744741,2022-03-28,0,1,0,0,1,0,9.23792441011999,0
"KSSTID0048",4,"2020Q1",2021,0,"2020-03-28",50,"Male","Physical","English","67208","White",2,"Married",0,1404,0,0,0,7875.65,7875.65,0,5.7,0,0,1,2,"36,303.00",NA,48,1,0,1,8.97165796555631,1,1,2,0,5698.36,2849.18,0,5698.36,2849.18,2849.18,2849.18,2.76418127320843,2.76418127320843,2022-03-28,0,1,0,0,1,0,9.07011462205893,0
"KSSTID0048",5,"2020Q1",2021,0,"2020-03-28",50,"Male","Physical","English","67208","White",2,"Married",0,1404,0,0,0,8804.67,8804.67,0,5.066666667,0,0,1,2,"36,303.00",NA,48,1,0,1,9.08315111116428,1,1,2,0,5698.36,2849.18,0,5698.36,2849.18,2849.18,2849.18,3.09024701844039,3.09024701844039,2022-03-28,0,1,0,0,1,0,8.97165796555631,0
"KSSTID0048",6,"2020Q1",2021,0,"2020-03-28",50,"Male","Physical","English","67208","White",2,"Married",0,1404,0,0,0,9880.26,9880.26,0,4.633333333,0,0,1,2,"36,303.00",NA,48,1,0,1,9.19839531297498,1,1,2,0,5698.36,2849.18,0,5698.36,2849.18,2849.18,2849.18,3.46775563495462,3.46775563495462,2022-03-28,0,1,0,0,1,0,9.08315111116428,0
"KSSTID0048",7,"2020Q1",2021,0,"2020-03-28",50,"Male","Physical","English","67208","White",2,"Married",0,1404,0,0,0,10884.27,10884.27,0,3.066666667,0,0,1,2,"36,303.00",NA,48,1,0,1,9.29516577813823,1,1,2,0,5698.36,2849.18,0,5698.36,2849.18,2849.18,2849.18,3.82014123361809,3.82014123361809,2022-03-28,0,1,0,0,1,0,9.19839531297498,0
"KSSTID0049",-7,"2020Q2",2018,0,"2020-04-23",24,"Female","Non-disabled","English","67213","White",0,"Single",1,1559,0,0,0,12134.87,12134.87,0,3.666666667,0,0,0,0,"38,268.00",2024-05-11,49,1,1,0,9.40392080903955,0,0,-2,11496.95,11625.045,11560.9975,11496.95,11625.045,11560.9975,11560.9975,11560.9975,1.0496386665597,1.0496386665597,2022-04-23,0,1,0,0,1,0,9.16558670019899,0
"KSSTID0049",7,"2020Q2",2022,0,"2020-04-23",24,"Female","Non-disabled","English","67213","White",0,"Single",1,1559,0,0,0,0,0,1,3.366666667,0,0,NA,NA,"",2024-05-11,49,1,1,0,0,0,0,2,11496.95,11625.045,11560.9975,11496.95,11625.045,11560.9975,11560.9975,11560.9975,0,0,2022-04-23,0,1,0,0,1,0,0,1
"KSSTID0049",5,"2020Q2",2021,0,"2020-04-23",24,"Female","Non-disabled","English","67213","White",0,"Single",1,1559,0,0,6116.00016,0,6116.00016,1,4.633333333,0,0,0,0,"40,478.00",2024-05-11,49,1,1,0,8.71882708539918,0,0,2,11496.95,11625.045,11560.9975,11496.95,11625.045,11560.9975,11560.9975,11560.9975,0,0.529020109207704,2022-04-23,0,1,0,0,1,0,9.20482519128807,1
"KSSTID0049",0,"2020Q2",2020,0,"2020-04-23",24,"Female","Non-disabled","English","67213","White",0,"Single",1,1559,0,0,5411.11113,5019.6,10430.71113,0,14.46666667,0,0,0,0,"37,433.00",2024-05-11,49,1,1,0,9.25260559302384,0,0,1,11496.95,11625.045,11560.9975,11496.95,11625.045,11560.9975,11560.9975,11560.9975,0.434183988016605,0.902232798683677,2022-04-23,0,1,0,0,1,0,9.48511272139028,0
"KSSTID0049",6,"2020Q2",2021,0,"2020-04-23",24,"Female","Non-disabled","English","67213","White",0,"Single",1,1559,0,0,0,0,0,1,3.066666667,0,0,0,0,"40,478.00",2024-05-11,49,1,1,0,0,0,0,2,11496.95,11625.045,11560.9975,11496.95,11625.045,11560.9975,11560.9975,11560.9975,0,0,2022-04-23,0,1,0,0,1,0,8.71882708539918,1
"KSSTID0049",-1,"2020Q2",2020,0,"2020-04-23",24,"Female","Non-disabled","English","67213","White",0,"Single",1,1559,0,0,0,13161.31,13161.31,0,3.7,0,0,0,0,"37,433.00",2024-05-11,49,1,1,0,9.48511272139028,0,0,-1,11496.95,11625.045,11560.9975,11496.95,11625.045,11560.9975,11560.9975,11560.9975,1.13842339296414,1.13842339296414,2022-04-23,0,1,0,0,1,0,9.52308620764561,0
"KSSTID0049",3,"2020Q2",2021,0,"2020-04-23",24,"Female","Non-disabled","English","67213","White",0,"Single",1,1559,0,0,6344,0,6344,1,5.7,0,0,0,0,"40,478.00",2024-05-11,49,1,1,0,8.75542238014849,0,0,1,11496.95,11625.045,11560.9975,11496.95,11625.045,11560.9975,11560.9975,11560.9975,0,0.548741577013575,2022-04-23,0,1,0,0,1,0,8.56038748405087,1
"KSSTID0049",-3,"2020Q2",2019,0,"2020-04-23",24,"Female","Non-disabled","English","67213","White",0,"Single",1,1559,0,0,0,10592.64,10592.64,0,3.5,0,0,0,0,"40,617.00",2024-05-11,49,1,1,0,9.26800910002813,0,0,-1,11496.95,11625.045,11560.9975,11496.95,11625.045,11560.9975,11560.9975,11560.9975,0.916239277795882,0.916239277795882,2022-04-23,0,1,0,0,1,0,9.11344283298361,0
"KSSTID0049",2,"2020Q2",2020,0,"2020-04-23",24,"Female","Non-disabled","English","67213","White",0,"Single",1,1559,0,0,5219.70372,0,5219.70372,1,6.533333333,0,0,0,0,"37,433.00",2024-05-11,49,1,1,0,8.56038748405087,0,0,1,11496.95,11625.045,11560.9975,11496.95,11625.045,11560.9975,11560.9975,11560.9975,0,0.451492504863875,2022-04-23,0,1,0,0,1,0,8.94416364761025,1
"KSSTID0049",4,"2020Q2",2021,0,"2020-04-23",24,"Female","Non-disabled","English","67213","White",0,"Single",1,1559,0,0,9944,0,9944,1,5.066666667,0,0,0,0,"40,478.00",2024-05-11,49,1,1,0,9.20482519128807,0,0,2,11496.95,11625.045,11560.9975,11496.95,11625.045,11560.9975,11560.9975,11560.9975,0,0.860133392468946,2022-04-23,0,1,0,0,1,0,8.75542238014849,1
"KSSTID0049",1,"2020Q2",2020,0,"2020-04-23",24,"Female","Non-disabled","English","67213","White",0,"Single",1,1559,0,0,7662.03691,0,7662.03691,1,9.1,0,0,0,0,"37,433.00",2024-05-11,49,1,1,0,8.94416364761025,0,0,1,11496.95,11625.045,11560.9975,11496.95,11625.045,11560.9975,11560.9975,11560.9975,0,0.662748773191932,2022-04-23,0,1,0,0,1,0,9.25260559302384,0
"KSSTID0049",-2,"2020Q2",2019,0,"2020-04-23",24,"Female","Non-disabled","English","67213","White",0,"Single",1,1559,0,0,0,13670.74,13670.74,0,2.966666667,0,0,0,0,"40,617.00",2024-05-11,49,1,1,0,9.52308620764561,0,0,-1,11496.95,11625.045,11560.9975,11496.95,11625.045,11560.9975,11560.9975,11560.9975,1.18248792978288,1.18248792978288,2022-04-23,0,1,0,0,1,0,9.26800910002813,0
"KSSTID0049",-5,"2020Q2",2019,0,"2020-04-23",24,"Female","Non-disabled","English","67213","White",0,"Single",1,1559,0,0,0,11813.4,11813.4,0,3.733333333,0,0,0,0,"40,617.00",2024-05-11,49,1,1,0,9.37707440542842,0,0,-2,11496.95,11625.045,11560.9975,11496.95,11625.045,11560.9975,11560.9975,11560.9975,1.0218322424168,1.0218322424168,2022-04-23,0,1,0,0,1,0,9.43181853730466,0
