"stid","seq","job_apply","treatment","expunge","white","female","age_enroll","income","income_lag","full_time_lag","unemploy_lag","job_deter","local_unemploy","ps_income","ps_employed","ps_job_apply","married","dependent","year"
"KSSTID0037",6,1,1,1,0,1,34,9.29380981705753,9.06173827027933,1,0,0,4.633333333,8856.68,1,0,0,1,2021
"KSSTID0038",1,,1,0,1,0,29,8.96839619119826,8.03635669799934,0,0,,14.46666667,3090.33,0,1,0,1,2020
"KSSTID0038",2,0,1,1,1,0,29,8.88544091170758,8.96839619119826,0,0,0,9.1,3090.33,0,0,0,1,2020
"KSSTID0038",3,1,1,1,1,0,29,8.24311943768335,8.88544091170758,0,1,1,6.533333333,3090.33,0,1,0,1,2020
"KSSTID0038",4,0,1,1,1,0,29,8.88197518424887,8.24311943768335,0,0,0,5.7,3090.33,0,1,1,0,2021
"KSSTID0038",5,1,1,1,1,0,29,8.99032442460578,8.88197518424887,1,0,0,5.066666667,3090.33,0,1,0,0,2021
"KSSTID0038",6,1,1,1,1,0,29,8.48334060405903,8.99032442460578,0,0,0,3.066666667,3090.33,0,1,1,0,2021
"KSSTID0039",1,1,1,1,1,0,24,8.93156253886012,8.76484202070161,1,0,1,8.633333333,6404.05,1,1,0,0,2020
"KSSTID0039",2,0,1,1,1,0,24,8.94930023047082,8.93156253886012,1,0,0,5.522222222,6404.05,1,1,0,0,2020
"KSSTID0039",3,1,1,1,1,0,24,9.41039051129683,8.94930023047082,1,0,0,3.911111111,6404.05,1,1,0,0,2020
"KSSTID0039",4,1,1,1,1,0,24,8.87905744755371,9.41039051129683,1,0,0,3.5,6404.05,1,1,0,0,2021
"KSSTID0039",5,0,1,1,1,0,24,8.95228182459047,8.87905744755371,1,0,0,3.311111111,6404.05,1,1,0,0,2021
"KSSTID0039",6,0,1,1,1,0,24,9.68447545500137,8.95228182459047,1,0,0,2.1,6404.05,1,1,0,0,2021
"KSSTID0041",1,,1,0,1,0,57,0,6.74554218506483,0,0,,14.46666667,849.26,1,0,1,0,2020
"KSSTID0041",2,1,1,1,1,0,57,0,0,0,1,1,9.1,849.26,1,1,1,0,2020
"KSSTID0041",3,1,1,1,1,0,57,8.84573405771117,0,0,1,1,6.533333333,849.26,1,1,1,0,2020
"KSSTID0041",4,0,1,1,1,0,57,9.04824605819874,8.84573405771117,0,0,0,5.7,849.26,1,0,1,0,2021
"KSSTID0041",5,0,1,1,1,0,57,9.04408623999281,9.04824605819874,1,0,0,4.633333333,849.26,1,0,1,0,2021
"KSSTID0041",6,0,1,1,1,0,57,9.05732088544181,9.04408623999281,1,0,0,3.066666667,849.26,1,0,1,0,2021
"KSSTID0042",1,1,1,0,1,1,30,9.04172678774363,7.693230925726,0,0,1,9.933333333,2192.45,1,1,0,1,2020
"KSSTID0042",2,1,1,0,1,1,30,8.81252450171147,9.04172678774363,0,1,1,6.1,2192.45,1,1,0,1,2020
"KSSTID0042",3,,1,1,1,1,30,9.31620825889944,8.81252450171147,0,0,,4.366666667,2192.45,1,1,0,1,2020
"KSSTID0042",4,,1,1,1,1,30,8.85282650481117,9.31620825889944,0,0,,4.066666667,2192.45,1,1,0,1,2021
"KSSTID0042",5,,1,1,1,1,30,8.65513434672946,8.85282650481117,0,0,,3.533333333,2192.45,1,1,0,1,2021
"KSSTID0042",6,0,1,1,1,1,30,9.16534091399305,8.65513434672946,0,0,0,2.4,2192.45,1,1,0,1,2021
"KSSTID0043",1,0,1,0,1,0,47,0,8.73097788492261,1,0,1,12.28888889,6190.78,0,0,1,1,2020
"KSSTID0043",2,0,1,0,1,0,47,0,0,1,1,0,7.611111111,6190.78,0,0,1,1,2020
"KSSTID0043",3,1,1,0,1,0,47,0,0,0,1,1,5.444444444,6190.78,0,0,1,1,2020
"KSSTID0043",4,0,1,0,1,0,47,0,0,0,1,0,4.788888889,6190.78,0,0,1,1,2021
"KSSTID0043",5,0,1,1,1,0,47,0,0,0,1,0,4.088888889,6190.78,0,0,1,1,2021
"KSSTID0043",6,,1,1,1,0,47,0,0,0,1,,2.722222222,6190.78,0,0,1,1,2021
"KSSTID0044",1,1,1,0,1,1,46,0,8.76153917415725,1,0,1,14.46666667,6382.93,0,1,1,0,2020
"KSSTID0044",2,0,1,0,1,1,46,0,0,0,1,1,9.1,6382.93,0,1,1,0,2020
"KSSTID0044",3,1,1,1,1,1,46,0,0,0,1,1,6.533333333,6382.93,0,1,1,0,2020
"KSSTID0044",4,1,1,1,1,1,46,0,0,0,1,1,5.7,6382.93,0,1,1,0,2021
"KSSTID0044",5,1,1,1,1,1,46,8.61667646990119,0,0,1,1,4.633333333,6382.93,0,1,1,0,2021
"KSSTID0044",6,0,1,1,1,1,46,8.96435798875794,8.61667646990119,0,0,0,3.066666667,6382.93,0,1,1,0,2021
"KSSTID0045",1,1,0,0,0,1,28,7.36603281933674,7.68842329007155,0,0,1,9.933333333,2181.93,1,1,0,1,2020
"KSSTID0045",2,1,0,0,0,1,28,8.82315818847139,7.36603281933674,0,1,1,6.1,2181.93,1,1,0,1,2020
"KSSTID0045",3,1,0,0,0,1,28,7.98039596308156,8.82315818847139,0,0,1,4.366666667,2181.93,1,1,0,1,2020
"KSSTID0045",4,1,0,0,0,1,28,0,7.98039596308156,0,0,1,4.066666667,2181.93,1,1,1,1,2021
"KSSTID0045",5,1,0,0,0,1,28,0,0,0,1,0,3.533333333,2181.93,1,1,0,1,2021
"KSSTID0045",6,,0,0,0,1,28,0,0,0,1,,2.4,2181.93,1,1,0,1,2021
"KSSTID0046",1,1,0,0,1,1,46,8.85381398843038,7.57326915234458,0,0,1,8.3,1944.49,1,1,0,1,2020
"KSSTID0046",2,1,0,0,1,1,46,9.2119301076765,8.85381398843038,0,0,1,5.933333333,1944.49,1,1,0,1,2020
"KSSTID0046",3,1,0,0,1,1,46,6.03020437542391,9.2119301076765,0,0,1,4.4,1944.49,1,1,0,1,2020
"KSSTID0046",4,1,0,0,1,1,46,5.30330490805908,6.03020437542391,0,1,1,3.866666667,1944.49,1,1,1,1,2021
"KSSTID0046",5,1,0,0,1,1,46,6.64509096950564,5.30330490805908,0,0,1,3.8,1944.49,1,1,1,1,2021
"KSSTID0046",6,1,0,0,1,1,46,7.77192711259374,6.64509096950564,0,0,1,2.566666667,1944.49,1,1,1,1,2021
"KSSTID0047",1,0,1,0,1,0,64,8.65992983541094,8.14601066238359,0,0,0,12.81666667,3448.59,1,0,0,0,2020
"KSSTID0047",2,0,1,0,1,0,64,8.06344079267655,8.65992983541094,0,0,0,7.866666667,3448.59,1,0,0,0,2020
"KSSTID0047",3,,1,0,1,0,64,6.63500122711459,8.06344079267655,0,0,,5.666666667,3448.59,1,0,0,0,2020
"KSSTID0047",4,,1,0,1,0,64,0,6.63500122711459,0,0,,5.033333333,3448.59,1,0,0,0,2021
"KSSTID0047",5,,1,1,1,0,64,0,0,0,1,,4.15,3448.59,1,0,0,0,2021
"KSSTID0047",6,,1,1,1,0,64,0,0,0,1,,2.766666667,3448.59,1,0,0,0,2021
"KSSTID0048",1,0,0,0,1,0,50,8.92831692592368,7.95513742916306,0,0,0,14.46666667,2849.18,1,0,1,1,2020
"KSSTID0048",2,0,0,0,1,0,50,9.23792441011999,8.92831692592368,1,0,1,9.1,2849.18,1,0,1,1,2020
"KSSTID0048",3,0,0,0,1,0,50,9.07011462205893,9.23792441011999,1,0,0,6.533333333,2849.18,1,0,1,1,2020
"KSSTID0048",4,1,0,0,1,0,50,8.97165796555631,9.07011462205893,1,0,0,5.7,2849.18,1,0,1,1,2021
"KSSTID0048",5,0,0,0,1,0,50,9.19839531297498,8.97165796555631,1,0,0,4.633333333,2849.18,1,0,1,1,2021
"KSSTID0048",6,0,0,0,1,0,50,9.29516577813823,9.19839531297498,1,0,1,3.066666667,2849.18,1,0,1,1,2021
"KSSTID0049",1,0,0,0,1,1,24,9.25260559302384,9.35547913764242,1,0,0,14.46666667,11561,1,0,0,0,2020
"KSSTID0049",2,0,0,0,1,1,24,8.94416364761025,9.25260559302384,0,0,0,9.1,11561,1,0,0,0,2020
"KSSTID0049",3,1,0,0,1,1,24,8.75542238014849,8.94416364761025,0,1,0,5.7,11561,1,0,0,0,2021
"KSSTID0049",4,0,0,0,1,1,24,9.20482519128807,8.75542238014849,0,1,0,5.066666667,11561,1,0,0,0,2021
"KSSTID0049",5,1,0,0,1,1,24,8.71882708539918,9.20482519128807,0,1,0,4.633333333,11561,1,0,0,0,2021
"KSSTID0049",6,0,0,0,1,1,24,0,8.71882708539918,0,1,0,3.066666667,11561,1,0,0,0,2021
"KSSTID0050",1,0,1,0,0,0,46,9.80673543363712,9.96725452610741,1,0,0,8.3,21315.88,1,0,1,1,2020
"KSSTID0050",2,,1,0,0,0,46,10.0784067795633,9.80673543363712,1,0,,5.1,21315.88,1,0,1,1,2020
"KSSTID0050",3,0,1,0,0,0,46,9.84210404909186,10.0784067795633,1,0,0,3.666666667,21315.88,1,0,1,1,2021
"KSSTID0050",4,0,1,0,0,0,46,9.86546787784732,9.84210404909186,1,0,0,3.2,21315.88,1,0,1,1,2021
"KSSTID0050",5,0,1,0,0,0,46,9.83219990721144,9.86546787784732,1,0,0,3.3,21315.88,1,0,1,1,2021
"KSSTID0050",6,0,1,0,0,0,46,10.0233320175418,9.83219990721144,1,0,0,2.216666667,21315.88,1,0,1,1,2021
"KSSTID0051",1,,0,0,1,1,29,7.52960514915996,7.7844316202222,0,0,,14.46666667,2401.9,1,1,0,1,2020
"KSSTID0051",2,,0,0,1,1,29,0,7.52960514915996,1,0,,9.1,2401.9,1,0,0,1,2020
"KSSTID0051",3,,0,1,1,1,29,7.0046551037221,0,0,1,,5.7,2401.9,1,0,0,1,2021
"KSSTID0051",4,,0,1,1,1,29,7.61689883262668,7.0046551037221,1,0,,5.066666667,2401.9,1,1,0,1,2021
"KSSTID0051",5,,0,1,1,1,29,8.75355775866107,7.61689883262668,0,0,,4.633333333,2401.9,1,1,0,1,2021
"KSSTID0051",6,,0,1,1,1,29,8.46582831551942,8.75355775866107,1,0,,3.066666667,2401.9,1,1,0,1,2021
"KSSTID0052",1,0,0,0,0,0,48,10.0813169513464,10.1006340908996,1,0,0,8.283333333,24357.45,1,0,0,0,2020
"KSSTID0052",2,0,0,0,0,0,48,10.3626049537385,10.0813169513464,1,0,0,6.033333333,24357.45,1,0,1,0,2020
"KSSTID0052",3,0,0,0,0,0,48,10.1433045265632,10.3626049537385,1,0,0,3.7,24357.45,1,0,0,0,2021
"KSSTID0052",4,0,0,0,0,0,48,10.3211443721156,10.1433045265632,1,0,0,2.933333333,24357.45,1,0,0,0,2021
"KSSTID0052",5,0,0,0,0,0,48,10.2266443885166,10.3211443721156,1,0,0,2.983333333,24357.45,1,0,1,0,2021
"KSSTID0052",6,0,0,0,0,0,48,10.3567362866781,10.2266443885166,1,0,0,1.966666667,24357.45,1,0,1,0,2021
"KSSTID0053",1,1,0,0,1,1,26,7.32883123460445,7.81438751741444,0,0,1,5.3,2474.97,1,1,0,1,2020
"KSSTID0053",2,0,0,0,1,1,26,6.64118216974059,7.32883123460445,0,0,1,3.333333333,2474.97,1,1,0,1,2021
"KSSTID0053",3,,0,0,1,1,26,7.99845299656464,6.64118216974059,0,0,,3.033333333,2474.97,1,1,1,1,2021
"KSSTID0053",4,,0,0,1,1,26,0,7.99845299656464,0,0,,3.033333333,2474.97,1,1,0,1,2021
"KSSTID0053",5,,0,0,1,1,26,7.17726319745501,0,0,1,,1.933333333,2474.97,1,1,0,1,2021
"KSSTID0053",6,,0,0,1,1,26,0,7.17726319745501,1,0,,2.333333333,2474.97,1,1,1,1,2022
"KSSTID0054",1,1,1,0,1,1,51,0,0,0,1,1,9.833333333,0,1,1,1,0,2020
"KSSTID0054",2,1,1,0,1,1,51,0,0,0,1,1,5.966666667,0,1,1,0,0,2020
"KSSTID0054",3,1,1,1,1,1,51,0,0,0,1,1,4.266666667,0,1,1,1,0,2021
"KSSTID0054",4,1,1,1,1,1,51,0,0,0,1,1,3.833333333,0,1,1,0,0,2021
"KSSTID0054",5,1,1,1,1,1,51,0,0,0,1,1,3.766666667,0,1,1,0,0,2021
"KSSTID0054",6,1,1,1,1,1,51,0,0,0,1,1,2.5,0,1,1,0,0,2021
"KSSTID0055",1,1,1,0,1,0,40,9.55711648373567,7.86736600278149,0,0,1,8.683333333,2609.68,0,1,1,1,2020
"KSSTID0055",2,1,1,0,1,0,40,9.46899082570077,9.55711648373567,0,1,1,7.1,2609.68,0,1,1,1,2020
"KSSTID0055",3,1,1,0,1,0,40,10.0492315665888,9.46899082570077,0,0,1,4.6,2609.68,0,1,1,1,2021
"KSSTID0055",4,,1,0,1,0,40,9.27515843560061,10.0492315665888,0,0,,3.983333333,2609.68,0,1,1,1,2021
"KSSTID0055",5,,1,0,1,0,40,9.17176700053204,9.27515843560061,0,0,,4.083333333,2609.68,0,1,1,1,2021
"KSSTID0055",6,,1,0,1,0,40,8.07064355432866,9.17176700053204,1,0,,2.65,2609.68,0,1,1,1,2021
"KSSTID0056",1,1,0,0,1,1,43,0,8.12510126239816,0,0,1,9.633333333,3377.21,0,1,0,1,2020
"KSSTID0056",2,1,0,0,1,1,43,7.49609734517596,0,0,1,1,6.2,3377.21,0,1,0,1,2020
"KSSTID0056",3,1,0,0,1,1,43,6.18208490671663,7.49609734517596,0,1,1,3.8,3377.21,0,1,0,1,2021
"KSSTID0056",4,1,0,0,1,1,43,8.66509582133973,6.18208490671663,0,1,0,3.4,3377.21,0,1,0,1,2021
"KSSTID0056",5,,0,0,1,1,43,8.3774712482411,8.66509582133973,0,1,1,3.333333333,3377.21,0,1,0,1,2021
"KSSTID0056",6,1,0,0,1,1,43,0,8.3774712482411,0,1,0,2,3377.21,0,1,0,1,2021
"KSSTID0057",1,0,0,0,1,0,45,8.56570712696186,7.74538801069931,0,0,0,9.1,2309.89,1,0,0,0,2020
"KSSTID0057",2,1,0,0,1,0,45,8.41369982044727,8.56570712696186,0,0,1,6.533333333,2309.89,1,0,0,0,2020
"KSSTID0057",3,1,0,0,1,0,45,6.62278951402458,8.41369982044727,0,0,1,5.7,2309.89,1,0,0,0,2021
"KSSTID0057",4,1,0,0,1,0,45,7.28730068860455,6.62278951402458,0,0,1,5.066666667,2309.89,1,0,0,0,2021
"KSSTID0057",5,1,0,0,1,0,45,7.43504266143474,7.28730068860455,0,0,1,4.633333333,2309.89,1,0,0,0,2021
"KSSTID0057",6,1,0,0,1,0,45,8.67769679150123,7.43504266143474,0,0,1,3.066666667,2309.89,1,0,0,0,2021
"KSSTID0058",1,0,1,1,0,1,27,8.3531813834238,8.03152511279313,0,0,1,7.966666667,3075.43,1,0,0,0,2020
"KSSTID0058",2,0,1,1,0,1,27,7.61819212807904,8.3531813834238,1,0,1,5.4,3075.43,1,0,0,0,2020
"KSSTID0058",3,,1,1,0,1,27,8.66702254775993,7.61819212807904,1,0,,5.4,3075.43,1,0,0,1,2021
"KSSTID0058",4,1,1,1,0,1,27,9.07721689614229,8.66702254775993,1,0,1,5.333333333,3075.43,1,0,0,1,2021
"KSSTID0058",5,0,1,1,0,1,27,7.86771068114255,9.07721689614229,1,0,1,4.8,3075.43,1,0,0,1,2021
"KSSTID0058",6,,1,1,0,1,27,8.82340355012469,7.86771068114255,1,0,,3.1,3075.43,1,0,0,1,2021
"KSSTID0059",1,1,0,0,1,0,26,9.12420061501543,8.82271862010439,1,0,1,5.933333333,6785.69,1,1,1,1,2020
"KSSTID0059",2,0,0,0,1,0,26,9.24775464680948,9.12420061501543,0,0,0,4.4,6785.69,1,1,1,1,2020
"KSSTID0059",3,0,0,0,1,0,26,9.27730999808187,9.24775464680948,0,0,0,3.866666667,6785.69,1,1,1,1,2021
"KSSTID0059",4,0,0,0,1,0,26,9.52209095987119,9.27730999808187,0,0,0,3.433333333,6785.69,1,1,1,1,2021
"KSSTID0059",5,1,0,0,1,0,26,9.20301863334545,9.52209095987119,0,0,0,3.8,6785.69,1,1,1,1,2021
"KSSTID0059",6,,0,0,1,0,26,9.33582610994964,9.20301863334545,1,0,,2.566666667,6785.69,1,1,1,1,2021
"KSSTID0060",1,0,1,0,1,1,36,8.76921026167533,7.59361094091296,0,0,0,9.1,1984.47,1,0,0,1,2020
"KSSTID0060",2,0,1,0,1,1,36,9.13040824152209,8.76921026167533,0,0,1,6.533333333,1984.47,1,0,0,1,2020
"KSSTID0060",3,0,1,0,1,1,36,8.85046316339946,9.13040824152209,0,0,1,5.7,1984.47,1,0,0,1,2021
"KSSTID0060",4,,1,0,1,1,36,9.23576442431634,8.85046316339946,0,0,,5.066666667,1984.47,1,0,0,1,2021
"KSSTID0060",5,,1,0,1,1,36,9.06257906986544,9.23576442431634,1,0,,4.633333333,1984.47,1,0,0,1,2021
"KSSTID0060",6,0,1,0,1,1,36,9.24625176922511,9.06257906986544,1,0,1,3.066666667,1984.47,1,0,0,1,2021
"KSSTID0061",1,0,0,0,1,0,65,9.38104808170747,9.3417483868289,1,0,0,6.766666667,11403.33,1,0,0,0,2020
"KSSTID0061",2,0,0,0,1,0,65,9.66213611415132,9.38104808170747,1,0,0,5.05,11403.33,1,0,0,0,2020
"KSSTID0061",3,0,0,0,1,0,65,9.50041108934289,9.66213611415132,1,0,0,4.583333333,11403.33,1,0,0,0,2021
"KSSTID0061",4,0,0,0,1,0,65,9.59355918947354,9.50041108934289,1,0,0,4.033333333,11403.33,1,0,0,0,2021
"KSSTID0061",5,0,0,0,1,0,65,9.70465117368613,9.59355918947354,1,0,0,3.7,11403.33,1,0,0,0,2021
"KSSTID0061",6,0,0,0,1,0,65,9.63631112817734,9.70465117368613,1,0,0,2.383333333,11403.33,1,0,0,0,2021
"KSSTID0062",1,0,1,0,1,1,40,0,0,0,1,1,4.866666667,0,1,0,0,0,2020
"KSSTID0062",2,1,1,0,1,1,40,0,0,0,1,1,3.466666667,0,1,0,0,0,2020
"KSSTID0062",3,,1,1,1,1,40,0,0,0,1,,3.266666667,0,1,0,0,0,2021
"KSSTID0062",4,1,1,1,1,1,40,0,0,0,1,1,2.7,0,1,0,0,0,2021
"KSSTID0062",5,1,1,1,1,1,40,0,0,0,1,1,3.033333333,0,1,0,0,0,2021
"KSSTID0062",6,1,1,1,1,1,40,9.32441699179614,0,0,1,0,2,0,1,0,0,0,2021
"KSSTID0063",1,0,0,0,1,0,26,8.63949577628416,9.02579955444379,1,0,1,4.3,8313.86,1,0,1,1,2020
"KSSTID0063",2,0,0,0,1,0,26,0,8.63949577628416,1,0,0,2.766666667,8313.86,1,0,1,1,2020
"KSSTID0063",3,0,0,0,1,0,26,7.77314842763843,0,1,1,0,2.866666667,8313.86,1,0,1,1,2021
"KSSTID0063",4,0,0,0,1,0,26,8.09575112878493,7.77314842763843,1,0,0,2.733333333,8313.86,1,0,1,1,2021
"KSSTID0063",5,,0,0,1,0,26,7.55786446985051,8.09575112878493,1,0,,2.966666667,8313.86,1,0,1,1,2021
"KSSTID0063",6,1,0,0,1,0,26,8.53683109926456,7.55786446985051,0,0,0,2.433333333,8313.86,1,0,1,1,2022
"KSSTID0064",1,0,0,0,1,0,65,8.05595106783908,7.51274861199961,0,0,1,2.033333333,1830.24,1,0,0,0,2020
"KSSTID0064",2,1,0,0,1,0,65,7.09518045678513,8.05595106783908,0,1,1,2.333333333,1830.24,1,0,0,0,2020
"KSSTID0064",3,1,0,0,1,0,65,0,7.09518045678513,0,0,1,2.95,1830.24,1,0,1,0,2021
"KSSTID0064",4,1,0,0,1,0,65,8.34498036877057,0,0,1,1,3.1,1830.24,1,0,0,0,2021
"KSSTID0064",5,0,0,0,1,0,65,0,8.34498036877057,0,1,1,2.95,1830.24,1,0,1,0,2021
"KSSTID0064",6,1,0,0,1,0,65,0,0,0,1,1,2.2,1830.24,1,0,0,0,2022
"KSSTID0065",1,1,0,0,0,0,42,0,6.15147658698208,0,0,1,9.1,468.41,1,1,0,1,2020
"KSSTID0065",2,1,0,0,0,0,42,0,0,0,1,1,6.533333333,468.41,1,1,0,1,2020
"KSSTID0065",3,0,0,0,0,0,42,0,0,0,1,0,5.7,468.41,1,1,0,1,2021
"KSSTID0065",4,,0,0,0,0,42,0,0,1,1,,5.066666667,468.41,1,1,0,1,2021
"KSSTID0065",5,1,0,0,0,0,42,0,0,0,1,1,3.066666667,468.41,1,1,0,1,2021
"KSSTID0065",6,1,0,0,0,0,42,0,0,0,1,0,3.366666667,468.41,1,1,0,0,2022
"KSSTID0066",1,0,1,1,1,1,55,8.98838361614154,8.7586135005974,1,0,0,6.4,6364.28,0,0,0,0,2020
"KSSTID0066",2,0,1,1,1,1,55,8.55840423024894,8.98838361614154,1,0,0,4.333333333,6364.28,0,0,0,0,2020
"KSSTID0066",3,0,1,1,1,1,55,8.08815644219434,8.55840423024894,0,0,0,3.933333333,6364.28,0,0,1,0,2021
"KSSTID0066",4,0,1,1,1,1,55,8.03934769494484,8.08815644219434,0,0,0,3.566666667,6364.28,0,0,1,0,2021
"KSSTID0066",5,0,1,1,1,1,55,6.25575004175337,8.03934769494484,0,0,0,2.4,6364.28,0,0,1,0,2021
"KSSTID0066",6,0,1,1,1,1,55,0,6.25575004175337,0,0,0,3.1,6364.28,0,0,1,0,2022
"KSSTID0067",1,0,0,0,1,1,37,0,0,0,1,1,9.1,0,1,0,0,1,2020
"KSSTID0067",2,0,0,0,1,1,37,0,0,0,1,1,6.533333333,0,1,0,0,1,2020
"KSSTID0067",3,0,0,0,1,1,37,0,0,0,1,1,5.7,0,1,0,0,1,2021
"KSSTID0067",4,0,0,0,1,1,37,0,0,0,1,1,5.066666667,0,1,0,0,1,2021
"KSSTID0067",5,1,0,0,1,1,37,8.8217972755839,0,0,1,1,3.066666667,0,1,0,1,1,2021
"KSSTID0067",6,0,0,0,1,1,37,8.63147856181124,8.8217972755839,0,0,0,3.366666667,0,1,0,1,1,2022
"KSSTID0068",1,1,1,0,1,1,60,0,6.24891290211418,0,0,1,4.066666667,516.45,1,1,0,0,2020
"KSSTID0068",2,1,1,0,1,1,60,0,0,0,1,1,2.866666667,516.45,1,1,0,0,2020
"KSSTID0068",3,0,1,0,1,1,60,0,0,0,1,1,2.6,516.45,1,1,1,0,2021
"KSSTID0068",4,0,1,0,1,1,60,0,0,0,1,1,2.4,516.45,1,1,0,0,2021
"KSSTID0068",5,0,1,1,1,1,60,0,0,0,1,0,1.6,516.45,1,1,0,0,2021
"KSSTID0068",6,0,1,1,1,1,60,0,0,0,1,1,2.033333333,516.45,1,1,1,0,2022
"KSSTID0069",1,1,1,0,1,0,23,8.48311093375904,8.49682924661086,1,0,1,9.1,4898.21,0,1,0,0,2020
"KSSTID0069",2,1,1,0,1,0,23,8.640914118406,8.48311093375904,0,0,1,6.533333333,4898.21,0,1,0,0,2020
"KSSTID0069",3,1,1,1,1,0,23,8.28913508342753,8.640914118406,1,0,0,5.7,4898.21,0,1,0,0,2021
"KSSTID0069",4,1,1,1,1,0,23,8.090708716084,8.28913508342753,1,0,0,5.066666667,4898.21,0,1,0,0,2021
"KSSTID0069",5,1,1,1,1,0,23,7.22367489284516,8.090708716084,1,0,0,3.066666667,4898.21,0,1,0,0,2021
"KSSTID0069",6,1,1,1,1,0,23,8.68179195655562,7.22367489284516,0,0,0,3.366666667,4898.21,0,1,1,0,2022
"KSSTID0070",1,0,0,0,1,0,42,7.77870625158761,7.1321860015359,0,0,1,5.3,1250.61,0,0,1,1,2020
"KSSTID0070",2,1,0,0,1,0,42,0,7.77870625158761,0,1,1,3.566666667,1250.61,0,0,1,1,2020
"KSSTID0070",3,0,0,0,1,0,42,0,0,0,1,0,3.333333333,1250.61,0,0,1,1,2021
"KSSTID0070",4,,0,0,1,0,42,0,0,1,1,,3.033333333,1250.61,0,0,1,1,2021
"KSSTID0070",5,,0,0,1,0,42,8.49074654140125,0,0,1,,1.933333333,1250.61,0,0,1,1,2021
"KSSTID0070",6,,0,0,1,0,42,9.220488703028,8.49074654140125,1,0,,2.333333333,1250.61,0,0,1,0,2022
"KSSTID0071",1,1,1,0,0,0,47,0,8.70004960514872,1,0,0,7.183333333,6002.21,0,1,0,0,2020
"KSSTID0071",2,1,1,0,0,0,47,0,0,0,1,0,5.2,6002.21,0,1,0,0,2020
"KSSTID0071",3,,1,1,0,0,47,0,0,0,1,,4.416666667,6002.21,0,1,0,0,2021
"KSSTID0071",4,,1,1,0,0,47,8.96391667881497,0,0,1,,4.216666667,6002.21,0,1,0,0,2021
"KSSTID0071",5,,1,1,0,0,47,8.96201105524173,8.96391667881497,0,0,,2.75,6002.21,0,1,0,0,2021
"KSSTID0071",6,,1,1,0,0,47,8.74349016546255,8.96201105524173,0,0,,3.133333333,6002.21,0,1,1,0,2022
"KSSTID0072",1,1,0,0,0,1,49,8.72922402456683,8.77291234906234,1,0,1,6.1,6455.95,1,1,1,0,2020
"KSSTID0072",2,1,0,0,0,1,49,9.00589835177811,8.72922402456683,1,0,1,4.366666667,6455.95,1,1,1,0,2020
"KSSTID0072",3,0,0,0,0,1,49,8.82179137624433,9.00589835177811,1,0,1,4.066666667,6455.95,1,1,1,0,2021
"KSSTID0072",4,0,0,0,0,1,49,8.73754886019479,8.82179137624433,1,0,1,3.533333333,6455.95,1,1,1,0,2021
"KSSTID0072",5,1,0,0,0,1,49,8.93244227990843,8.73754886019479,1,0,1,2.4,6455.95,1,1,1,0,2021
"KSSTID0072",6,1,0,0,0,1,49,8.71837248479327,8.93244227990843,1,0,1,3.066666667,6455.95,1,1,1,0,2022
"KSSTID0073",1,0,0,0,1,1,40,8.88870985019732,6.98696379265875,0,0,1,9.1,1081.43,1,0,0,1,2020
"KSSTID0073",2,1,0,0,1,1,40,8.89566387312543,8.88870985019732,0,0,0,6.533333333,1081.43,1,0,0,1,2020
"KSSTID0073",3,1,0,0,1,1,40,8.49264431849483,8.89566387312543,1,0,1,5.7,1081.43,1,0,0,1,2021
"KSSTID0073",4,1,0,0,1,1,40,8.60217751532123,8.49264431849483,1,0,1,4.633333333,1081.43,1,0,0,1,2021
"KSSTID0073",5,1,0,0,1,1,40,8.38884377768856,8.60217751532123,1,0,1,3.066666667,1081.43,1,0,0,1,2021
"KSSTID0073",6,1,0,0,1,1,40,8.72834998777251,8.38884377768856,1,0,1,3.366666667,1081.43,1,0,0,1,2022
"KSSTID0074",1,1,1,0,1,0,41,7.95816073331088,6.79200767043782,0,0,1,5.783333333,889.7,1,1,0,0,2020
"KSSTID0074",2,0,1,0,1,0,41,7.85384167824696,7.95816073331088,0,0,0,4.033333333,889.7,1,1,0,0,2020
"KSSTID0074",3,0,1,0,1,0,41,8.42956999093714,7.85384167824696,0,0,0,3.75,889.7,1,1,0,1,2021
"KSSTID0074",4,0,1,0,1,0,41,8.62948562571486,8.42956999093714,1,0,1,3.533333333,889.7,1,1,0,1,2021
"KSSTID0074",5,,1,0,1,0,41,8.57480905616512,8.62948562571486,0,0,,2.266666667,889.7,1,1,0,1,2021
"KSSTID0074",6,,1,0,1,0,41,7.6867314711465,8.57480905616512,1,0,,2.8,889.7,1,1,1,0,2022
"KSSTID0075",1,1,1,0,1,0,40,9.2617936535651,9.13033349699398,1,0,1,9.1,9230.1,0,1,0,1,2020
"KSSTID0075",2,1,1,0,1,0,40,8.72465604061652,9.2617936535651,0,0,1,6.533333333,9230.1,0,1,0,1,2020
"KSSTID0075",3,0,1,1,1,0,40,8.65242663473034,8.72465604061652,1,0,0,5.7,9230.1,0,1,0,1,2021
"KSSTID0075",4,,1,1,1,0,40,8.80324393397267,8.65242663473034,1,0,,4.633333333,9230.1,0,1,0,1,2021
"KSSTID0075",5,,1,1,1,0,40,8.9911490005004,8.80324393397267,1,0,,3.066666667,9230.1,0,1,0,1,2021
"KSSTID0075",6,,1,1,1,0,40,8.98005261146413,8.9911490005004,1,0,,3.366666667,9230.1,0,1,1,1,2022
