"stid","seq","m_rent","treatment","expunge","white","female","age_enroll","total_income","income","income_lag","ps_income","ps_employed","ps_m_rent","full_time","full_time_lag","unemploy_lag","local_unemploy","married","dependent","year"
"KSSTID0264",2,1,1,0,1,1,32,4132.68,8.32692333037579,5.53338948872752,7.94517987067008,1,1,0,0,0,2.8,1,1,2022
"KSSTID0264",3,1,1,0,1,1,32,2593.66,7.86121076582136,8.32692333037579,7.94517987067008,1,1,0,0,0,3.3,1,1,2022
"KSSTID0264",4,1,1,0,1,1,32,2265.7,7.72608030827031,7.86121076582136,7.94517987067008,1,1,0,0,0,2.9,1,1,2022
"KSSTID0264",5,1,1,1,1,1,32,0,0,7.72608030827031,7.94517987067008,1,1,0,0,0,3.333333333,1,1,2023
"KSSTID0264",6,1,1,1,1,1,32,0,0,0,7.94517987067008,1,1,0,0,1,3.1,1,1,2023
"KSSTID0265",1,1,1,0,0,0,59,0,0,0,0,1,1,0,0,1,3.833333333,1,0,2022
"KSSTID0265",2,1,1,0,0,0,59,0,0,0,0,1,1,0,0,1,3.133333333,1,0,2022
"KSSTID0265",3,1,1,0,0,0,59,0,0,0,0,1,0,0,0,1,3.666666667,1,0,2022
"KSSTID0265",4,1,1,0,0,0,59,0,0,0,0,1,1,0,0,1,3.2,1,0,2022
"KSSTID0265",5,1,1,0,0,0,59,0,0,0,0,1,1,0,0,1,3.933333333,1,0,2023
"KSSTID0265",6,0,1,0,0,0,59,0,0,0,0,1,0,0,0,1,3.466666667,1,0,2023
"KSSTID0266",1,0,1,0,1,1,42,10462.27,9.25562630826649,8.06763511999745,8.06763511999745,1,0,1,0,0,3.366666667,0,0,2022
"KSSTID0266",2,1,1,0,1,1,42,9909.19,9.20131879969322,9.25562630826649,8.06763511999745,1,0,0,0,0,2.966666667,1,0,2022
"KSSTID0266",3,0,1,1,1,1,42,2464.75,7.8102512998341,9.20131879969322,8.06763511999745,1,0,1,1,0,3.333333333,0,0,2022
"KSSTID0266",4,0,1,1,1,1,42,8934.81,9.09782207821323,7.8102512998341,8.06763511999745,1,1,1,0,0,2.866666667,0,0,2022
"KSSTID0266",5,0,1,1,1,1,42,0,0,9.09782207821323,8.06763511999745,1,0,1,1,0,3.266666667,0,0,2023
"KSSTID0266",6,0,1,1,1,1,42,0,0,0,8.06763511999745,1,0,1,1,1,3.3,1,0,2023
"KSSTID0267",1,0,1,0,0,1,30,0,0,6.54692887249235,6.54692887249235,1,0,0,0,0,3.033333333,0,1,2022
"KSSTID0267",2,0,1,0,0,1,30,0,0,0,6.54692887249235,1,0,0,0,1,2.4,0,1,2022
"KSSTID0267",3,1,1,0,0,1,30,0,0,0,6.54692887249235,1,1,0,0,1,2.733333333,0,1,2022
"KSSTID0267",4,0,1,0,0,1,30,0,0,0,6.54692887249235,1,0,0,0,1,2.266666667,0,1,2022
"KSSTID0267",5,1,1,0,0,1,30,0,0,0,6.54692887249235,1,1,1,1,1,3.133333333,1,1,2023
"KSSTID0267",6,1,1,0,0,1,30,0,0,0,6.54692887249235,1,1,0,0,1,2.766666667,1,1,2023
"KSSTID0268",1,0,0,0,1,0,44,4423.55,8.3949238573555,8.13299140797211,8.13299140797211,1,0,1,0,0,3.366666667,1,1,2022
"KSSTID0268",2,0,0,0,1,0,44,5322.56,8.57989753147165,8.3949238573555,8.13299140797211,1,0,1,1,0,2.966666667,1,1,2022
"KSSTID0268",3,0,0,0,1,0,44,3913.03,8.2723228127197,8.57989753147165,8.13299140797211,1,0,1,1,0,3.333333333,1,1,2022
"KSSTID0268",4,0,0,0,1,0,44,1741.62,7.4631450068345,8.2723228127197,8.13299140797211,1,0,0,1,0,2.866666667,1,1,2022
"KSSTID0268",5,0,0,0,1,0,44,0,0,7.4631450068345,8.13299140797211,1,0,1,0,0,3.266666667,1,1,2023
"KSSTID0268",6,0,0,0,1,0,44,0,0,0,8.13299140797211,1,0,0,1,1,3.3,1,1,2023
"KSSTID0269",1,0,0,0,1,0,43,0,0,0,0,1,0,0,0,1,2.766666667,0,0,2022
"KSSTID0269",2,0,0,0,1,0,43,0,0,0,0,1,0,0,0,1,2.566666667,0,0,2022
"KSSTID0269",3,1,0,0,1,0,43,0,0,0,0,1,1,0,0,1,3.2,0,0,2022
"KSSTID0269",4,1,0,0,1,0,43,0,0,0,0,1,1,0,0,1,2.6,1,0,2022
"KSSTID0269",5,0,0,0,1,0,43,0,0,0,0,1,1,0,0,1,3.266666667,1,0,2023
"KSSTID0269",6,0,0,0,1,0,43,0,0,0,0,1,0,0,0,1,3.266666667,1,0,2023
"KSSTID0270",1,0,1,1,0,1,62,3896.61,8.26811882375368,8.57884316972793,8.57884316972793,1,0,0,1,0,3.3,1,0,2022
"KSSTID0270",2,0,1,1,0,1,62,5407.25,8.59568084446498,8.26811882375368,8.57884316972793,1,0,1,0,0,2.833333333,0,0,2022
"KSSTID0270",3,0,1,1,0,1,62,7976.25,8.98434901952283,8.59568084446498,8.57884316972793,1,0,1,1,0,3.366666667,1,0,2022
"KSSTID0270",4,0,1,1,0,1,62,7120.61,8.87088910243944,8.98434901952283,8.57884316972793,1,0,1,1,0,2.833333333,1,0,2022
"KSSTID0270",5,0,1,1,0,1,62,0,0,8.87088910243944,8.57884316972793,1,0,1,1,0,3.466666667,1,0,2023
"KSSTID0270",6,0,1,1,0,1,62,0,0,0,8.57884316972793,1,0,1,1,1,3.1,1,0,2023
"KSSTID0271",1,0,1,1,1,0,38,24039.24,10.0874843719604,9.75067256360982,9.75067256360982,1,0,1,1,0,3.366666667,1,0,2022
"KSSTID0271",2,0,1,1,1,0,38,18525.4,9.82695202085801,10.0874843719604,9.75067256360982,1,0,1,1,0,2.966666667,1,0,2022
"KSSTID0271",3,0,1,1,1,0,38,29100.45,10.2785432800969,9.82695202085801,9.75067256360982,1,0,1,1,0,3.333333333,1,0,2022
"KSSTID0271",4,0,1,1,1,0,38,28610.17,10.26155248,10.2785432800969,9.75067256360982,1,0,1,1,0,2.866666667,0,0,2022
"KSSTID0271",5,0,1,1,1,0,38,0,0,10.26155248,9.75067256360982,1,0,1,1,0,3.266666667,1,0,2023
"KSSTID0271",6,0,1,1,1,0,38,0,0,0,9.75067256360982,1,0,0,1,1,3.3,1,0,2023
"KSSTID0272",1,0,1,0,0,1,65,6232.03,8.73761784988888,6.55862324421413,6.55862324421413,1,0,1,0,0,3.233333333,1,0,2022
"KSSTID0272",2,1,1,0,0,1,65,9024.6,9.10782026298571,8.73761784988888,6.55862324421413,1,0,1,1,0,2.966666667,1,0,2022
"KSSTID0272",3,0,1,1,0,1,65,9377.99,9.14622736029662,9.10782026298571,6.55862324421413,1,0,1,1,0,3.366666667,1,0,2022
"KSSTID0272",4,1,1,1,0,1,65,7166.74,8.87734568167548,9.14622736029662,6.55862324421413,1,0,1,1,0,2.866666667,1,0,2022
"KSSTID0272",5,1,1,1,0,1,65,0,0,8.87734568167548,6.55862324421413,1,0,0,1,0,3.133333333,1,0,2023
"KSSTID0272",6,0,1,1,0,1,65,0,0,0,6.55862324421413,1,0,0,0,1,3.266666667,1,0,2023
"KSSTID0273",1,1,1,0,1,1,40,3780,8.23774380389093,8.20081255994093,8.20081255994093,1,1,0,1,0,3.066666667,0,1,2022
"KSSTID0273",2,1,1,1,1,1,40,6954.54,8.84729374332774,8.23774380389093,8.20081255994093,1,1,0,0,0,3.166666667,1,1,2022
"KSSTID0273",3,1,1,1,1,1,40,4826.88,8.4821627268961,8.84729374332774,8.20081255994093,1,1,1,0,0,2.8,1,1,2022
"KSSTID0273",4,1,1,1,1,1,40,0,0,8.4821627268961,8.20081255994093,1,1,0,1,0,3.366666667,1,1,2023
"KSSTID0273",5,0,1,1,1,1,40,0,0,0,8.20081255994093,1,1,0,0,1,2.966666667,1,1,2023
"KSSTID0273",6,1,1,1,1,1,40,0,0,0,8.20081255994093,1,1,0,0,1,3.2,1,1,2023
"KSSTID0274",1,0,0,0,1,1,36,0,0,5.81484669323071,5.81484669323071,1,0,0,0,0,3.366666667,0,1,2022
"KSSTID0274",2,0,0,0,1,1,36,1025.57,6.93397842702241,0,5.81484669323071,1,0,0,0,1,2.966666667,1,1,2022
"KSSTID0274",3,0,0,0,1,1,36,0,0,6.93397842702241,5.81484669323071,1,0,0,0,0,3.333333333,0,1,2022
"KSSTID0274",4,0,0,0,1,1,36,0,0,0,5.81484669323071,1,0,0,0,1,3.266666667,1,1,2023
"KSSTID0274",5,0,0,0,1,1,36,0,0,0,5.81484669323071,1,0,0,0,1,3.033333333,1,1,2023
"KSSTID0274",6,0,0,0,1,1,36,0,0,0,5.81484669323071,1,0,0,0,1,3.3,1,1,2023
"KSSTID0275",1,1,0,0,0,1,38,7337.39,8.90087475149965,8.82034498827171,8.82034498827171,1,1,1,1,0,2.966666667,0,1,2022
"KSSTID0275",2,0,0,0,0,1,38,7177,8.87877607170755,8.90087475149965,8.82034498827171,1,1,1,1,0,2.866666667,0,1,2022
"KSSTID0275",3,0,0,0,0,1,38,0,0,8.87877607170755,8.82034498827171,1,1,1,1,0,3.266666667,1,1,2023
"KSSTID0275",4,1,0,0,0,1,38,0,0,0,8.82034498827171,1,1,1,1,1,3.033333333,1,1,2023
"KSSTID0275",5,0,0,0,0,1,38,0,0,0,8.82034498827171,1,1,0,1,1,3.3,1,1,2023
"KSSTID0275",6,1,0,0,0,1,38,0,0,0,8.82034498827171,1,1,0,1,1,2.833333333,0,1,2023
"KSSTID0276",1,1,0,0,1,0,42,0,0,0,0,1,1,0,0,1,2.933333333,1,0,2022
"KSSTID0276",2,0,0,0,1,0,42,0,0,0,0,1,1,0,0,1,2.933333333,1,0,2022
"KSSTID0276",3,0,0,0,1,0,42,0,0,0,0,1,1,0,0,1,3.233333333,0,0,2023
"KSSTID0276",4,0,0,0,1,0,42,0,0,0,0,1,1,0,0,1,3.2,1,0,2023
"KSSTID0276",5,1,0,0,1,0,42,0,0,0,0,1,1,0,0,1,3.733333333,1,0,2023
"KSSTID0276",6,0,0,0,1,0,42,0,0,0,0,1,1,1,0,1,3.266666667,1,0,2023
"KSSTID0277",1,1,0,0,1,0,34,0,0,7.88168453164867,7.88168453164867,1,1,0,0,0,2.216666667,1,0,2022
"KSSTID0277",2,1,0,0,1,0,34,5420,8.59803557926034,0,7.88168453164867,1,1,0,0,1,2.383333333,1,0,2022
"KSSTID0277",3,1,0,0,1,0,34,0,0,8.59803557926034,7.88168453164867,1,1,0,0,0,2.883333333,1,0,2023
"KSSTID0277",4,1,0,0,1,0,34,0,0,0,7.88168453164867,1,1,0,0,1,2.583333333,1,0,2023
"KSSTID0277",5,0,0,0,1,0,34,0,0,0,7.88168453164867,1,1,1,1,1,2.766666667,1,0,2023
"KSSTID0277",6,0,0,0,1,0,34,0,0,0,7.88168453164867,1,1,0,0,1,2.166666667,0,0,2023
"KSSTID0278",1,0,0,0,1,1,26,2212.5,7.7023302521722,7.02825462213275,7.02825462213275,1,0,0,0,0,2.966666667,1,1,2022
"KSSTID0278",2,0,0,1,1,1,26,0,0,7.7023302521722,7.02825462213275,1,0,0,0,0,2.866666667,1,1,2022
"KSSTID0278",3,0,0,1,1,1,26,0,0,0,7.02825462213275,1,0,0,0,1,3.266666667,1,1,2023
"KSSTID0278",4,0,0,1,1,1,26,0,0,0,7.02825462213275,1,0,0,0,1,3.033333333,0,1,2023
"KSSTID0278",5,0,0,1,1,1,26,0,0,0,7.02825462213275,1,0,0,0,1,3.3,1,1,2023
"KSSTID0278",6,0,0,1,1,1,26,0,0,0,7.02825462213275,1,0,1,1,1,2.833333333,1,1,2023
"KSSTID0279",1,0,1,0,1,1,40,6627.36,8.7991126920986,8.13906986667164,8.13906986667164,1,0,1,0,0,2.616666667,0,0,2022
"KSSTID0279",2,0,1,0,1,1,40,8363.99,9.03181041796295,8.7991126920986,8.13906986667164,1,0,1,1,0,2.616666667,0,0,2022
"KSSTID0279",3,0,1,0,1,1,40,0,0,9.03181041796295,8.13906986667164,1,0,1,1,0,3.216666667,1,0,2023
"KSSTID0279",4,0,1,0,1,1,40,0,0,0,8.13906986667164,1,0,1,1,1,2.9,1,0,2023
"KSSTID0279",5,0,1,0,1,1,40,0,0,0,8.13906986667164,1,0,1,1,1,3.25,1,0,2023
"KSSTID0279",6,0,1,0,1,1,40,0,0,0,8.13906986667164,1,0,0,0,1,2.716666667,1,0,2023
"KSSTID0280",1,1,0,0,1,1,51,9054.34,9.11110991792844,9.06418100967834,9.06418100967834,1,0,1,1,0,2.8,1,0,2022
"KSSTID0280",2,1,0,0,1,1,51,10082.99,9.21870429663735,9.11110991792844,9.06418100967834,1,1,0,1,0,2.9,1,0,2022
"KSSTID0280",3,0,0,0,1,1,51,0,0,9.21870429663735,9.06418100967834,1,0,0,0,0,3.333333333,1,0,2023
"KSSTID0280",4,1,0,0,1,1,51,0,0,0,9.06418100967834,1,1,0,0,1,3.1,1,0,2023
"KSSTID0280",5,0,0,0,1,1,51,0,0,0,9.06418100967834,1,0,1,0,1,3.366666667,1,0,2023
"KSSTID0280",6,0,0,0,1,1,51,0,0,0,9.06418100967834,1,0,1,1,1,2.733333333,1,0,2023
"KSSTID0281",1,0,1,0,0,1,81,4201.65,8.34347055768565,8.30138516920018,8.30138516920018,1,0,1,1,0,3.2,1,0,2022
"KSSTID0281",2,0,1,0,0,1,81,4771.59,8.47064441346295,8.34347055768565,8.30138516920018,1,0,0,1,0,3.533333333,0,0,2022
"KSSTID0281",3,0,1,0,0,1,81,4897.17,8.4966169449539,8.47064441346295,8.30138516920018,1,1,1,1,0,3.066666667,0,0,2022
"KSSTID0281",4,0,1,0,0,1,81,0,0,8.4966169449539,8.30138516920018,1,1,0,1,0,3.466666667,1,0,2023
"KSSTID0281",5,0,1,0,0,1,81,0,0,0,8.30138516920018,1,1,0,1,1,3.233333333,1,0,2023
"KSSTID0281",6,1,1,0,0,1,81,0,0,0,8.30138516920018,1,0,0,1,1,3.433333333,1,0,2023
"KSSTID0282",1,0,0,0,1,0,32,12800.02,9.45728013423283,9.17489866935946,9.17489866935946,1,0,1,1,0,2.966666667,1,1,2022
"KSSTID0282",2,0,0,0,1,0,32,12005.64,9.39321510907103,9.45728013423283,9.17489866935946,1,0,1,1,0,2.866666667,1,1,2022
"KSSTID0282",3,0,0,0,1,0,32,0,0,9.39321510907103,9.17489866935946,1,0,1,1,0,3.266666667,1,1,2023
"KSSTID0282",4,0,0,0,1,0,32,0,0,0,9.17489866935946,1,0,1,1,1,3.033333333,1,1,2023
"KSSTID0282",5,0,0,0,1,0,32,0,0,0,9.17489866935946,1,0,0,1,1,3.3,1,1,2023
"KSSTID0282",6,0,0,0,1,0,32,0,0,0,9.17489866935946,1,0,1,1,1,2.833333333,1,1,2023
"KSSTID0283",1,1,0,0,1,1,39,0,0,0,0,1,1,0,0,1,2.316666667,1,1,2022
"KSSTID0283",2,1,0,0,1,1,39,0,0,0,0,1,1,0,0,1,2.35,1,1,2022
"KSSTID0283",3,1,0,0,1,1,39,0,0,0,0,1,1,0,0,1,2.933333333,1,1,2023
"KSSTID0283",4,1,0,0,1,1,39,0,0,0,0,1,1,0,0,1,2.65,1,1,2023
"KSSTID0283",5,1,0,0,1,1,39,0,0,0,0,1,1,0,0,1,2.983333333,1,1,2023
"KSSTID0283",6,1,0,0,1,1,39,0,0,0,0,1,1,0,0,1,2.533333333,0,1,2023
"KSSTID0284",1,1,1,0,0,1,48,0,0,0,0,1,1,0,0,1,2.966666667,1,1,2022
"KSSTID0284",2,0,1,0,0,1,48,0,0,0,0,1,0,1,1,1,2.866666667,1,1,2022
"KSSTID0284",3,0,1,0,0,1,48,0,0,0,0,1,0,1,1,1,3.266666667,1,1,2023
"KSSTID0284",4,0,1,0,0,1,48,0,0,0,0,1,0,0,0,1,3.033333333,1,1,2023
"KSSTID0284",5,0,1,0,0,1,48,0,0,0,0,1,0,1,1,1,3.3,1,1,2023
"KSSTID0284",6,1,1,0,0,1,48,0,0,0,0,1,1,0,0,1,2.833333333,1,1,2023
"KSSTID0285",1,0,0,0,0,0,37,18000,9.7981825908907,9.15915233520675,9.15915233520675,1,0,0,1,0,2.2,1,1,2022
"KSSTID0285",2,0,0,0,0,0,37,18000,9.7981825908907,9.7981825908907,9.15915233520675,1,0,0,0,0,2.3,1,1,2022
"KSSTID0285",3,0,0,0,0,0,37,0,0,9.7981825908907,9.15915233520675,1,0,0,0,0,2.766666667,1,1,2023
"KSSTID0285",4,0,0,0,0,0,37,0,0,0,9.15915233520675,1,0,0,0,1,2.6,1,1,2023
"KSSTID0285",5,0,0,0,0,0,37,0,0,0,9.15915233520675,1,0,0,0,1,2.833333333,1,1,2023
"KSSTID0285",6,0,0,0,0,0,37,0,0,0,9.15915233520675,1,0,1,1,1,2.4,1,1,2023
"KSSTID0286",1,1,1,0,1,0,59,1451.75,7.28121359095521,6.48387158534995,6.48387158534995,0,1,0,0,0,2.966666667,1,0,2022
"KSSTID0286",2,1,1,0,1,0,59,2353.14,7.7639307592888,7.28121359095521,6.48387158534995,0,1,0,0,0,2.866666667,1,0,2022
"KSSTID0286",3,1,1,0,1,0,59,0,0,7.7639307592888,6.48387158534995,0,1,1,0,0,3.266666667,1,0,2023
"KSSTID0286",4,1,1,0,1,0,59,0,0,0,6.48387158534995,0,1,0,0,1,3.033333333,1,0,2023
"KSSTID0286",5,0,1,0,1,0,59,0,0,0,6.48387158534995,0,1,1,0,1,3.3,1,0,2023
"KSSTID0286",6,0,1,0,1,0,59,0,0,0,6.48387158534995,0,1,1,0,1,2.833333333,1,0,2023
"KSSTID0287",1,0,1,1,0,1,38,0,0,9.08618658611654,9.08618658611654,1,0,1,1,0,2.233333333,1,1,2022
"KSSTID0287",2,1,1,1,0,1,38,0,0,0,9.08618658611654,1,0,1,1,1,2.266666667,1,1,2022
"KSSTID0287",3,1,1,1,0,1,38,0,0,0,9.08618658611654,1,0,1,1,1,2.633333333,1,1,2023
"KSSTID0287",4,1,1,1,0,1,38,0,0,0,9.08618658611654,1,0,1,1,1,2.5,1,1,2023
"KSSTID0287",5,0,1,1,0,1,38,0,0,0,9.08618658611654,1,0,1,1,1,2.733333333,1,1,2023
"KSSTID0287",6,0,1,1,0,1,38,0,0,0,9.08618658611654,1,0,1,1,1,2.2,1,1,2023
"KSSTID0288",1,0,0,0,1,0,46,1744,7.46450983463653,8.66956056781701,8.66956056781701,0,0,1,1,0,2.966666667,1,0,2022
"KSSTID0288",2,0,0,1,1,0,46,0,0,7.46450983463653,8.66956056781701,0,0,1,1,0,2.866666667,1,0,2022
"KSSTID0288",3,0,0,1,1,0,46,0,0,0,8.66956056781701,0,0,1,1,1,3.266666667,1,0,2023
"KSSTID0288",4,0,0,1,1,0,46,0,0,0,8.66956056781701,0,0,1,1,1,3.033333333,1,0,2023
"KSSTID0288",5,0,0,1,1,0,46,0,0,0,8.66956056781701,0,0,1,1,1,3.3,1,0,2023
"KSSTID0288",6,0,0,1,1,0,46,0,0,0,8.66956056781701,0,0,1,1,1,2.833333333,1,0,2023
"KSSTID0289",1,1,1,0,0,1,57,4326,8.37262974022488,7.30712853605389,7.30712853605389,1,1,0,0,0,2.333333333,0,1,2022
"KSSTID0289",2,1,1,0,0,1,57,4616.31,8.43756756341955,8.37262974022488,7.30712853605389,1,1,0,0,0,2.7,1,1,2022
"KSSTID0289",3,1,1,0,0,1,57,7512.9,8.92450991755454,8.43756756341955,7.30712853605389,1,1,1,0,0,2.3,1,1,2022
"KSSTID0289",4,1,1,0,0,1,57,0,0,8.92450991755454,7.30712853605389,1,1,0,1,0,2.766666667,1,1,2023
"KSSTID0289",5,0,1,0,0,1,57,0,0,0,7.30712853605389,1,1,0,0,1,2.6,1,1,2023
"KSSTID0289",6,0,1,0,0,1,57,0,0,0,7.30712853605389,1,1,0,0,1,2.833333333,1,1,2023
"KSSTID0290",1,1,0,0,1,1,32,0,0,8.14598457198616,8.14598457198616,1,0,0,0,0,3.366666667,0,0,2022
"KSSTID0290",2,1,0,0,1,1,32,0,0,0,8.14598457198616,1,1,0,0,1,3.333333333,1,0,2022
"KSSTID0290",3,0,0,0,1,1,32,0,0,0,8.14598457198616,1,0,0,0,1,2.866666667,1,0,2022
"KSSTID0290",4,0,0,0,1,1,32,0,0,0,8.14598457198616,1,1,0,0,1,3.266666667,1,0,2023
"KSSTID0290",5,1,0,0,1,1,32,0,0,0,8.14598457198616,1,0,1,1,1,3.033333333,1,0,2023
"KSSTID0290",6,0,0,0,1,1,32,0,0,0,8.14598457198616,1,0,0,0,1,3.3,1,0,2023
"KSSTID0291",1,0,0,0,1,1,47,5353.62,8.58571501864593,8.22778963806612,8.22778963806612,1,0,1,1,0,2.816666667,0,0,2022
"KSSTID0291",2,0,0,0,1,1,47,5685.84,8.64591001256954,8.58571501864593,8.22778963806612,1,0,1,1,0,2.916666667,0,0,2022
"KSSTID0291",3,0,0,0,1,1,47,5501.95,8.61303959106536,8.64591001256954,8.22778963806612,1,0,0,1,0,2.55,0,0,2022
"KSSTID0291",4,0,0,0,1,1,47,0,0,8.61303959106536,8.22778963806612,1,0,0,0,0,3.133333333,1,0,2023
"KSSTID0291",5,0,0,0,1,1,47,0,0,0,8.22778963806612,1,0,0,0,1,2.716666667,0,0,2023
"KSSTID0291",6,0,0,0,1,1,47,0,0,0,8.22778963806612,1,0,1,0,1,2.95,1,0,2023
"KSSTID0292",1,0,1,0,0,0,37,0,0,0,0,1,0,0,0,1,3.833333333,1,1,2022
"KSSTID0292",2,0,1,0,0,0,37,0,0,0,0,1,0,0,0,1,3.666666667,1,1,2022
"KSSTID0292",3,0,1,0,0,0,37,0,0,0,0,1,0,1,0,1,3.2,1,1,2022
"KSSTID0292",4,0,1,1,0,0,37,0,0,0,0,1,0,1,1,1,3.933333333,1,1,2023
"KSSTID0292",5,0,1,1,0,0,37,0,0,0,0,1,0,1,1,1,3.466666667,1,1,2023
"KSSTID0292",6,1,1,1,0,0,37,0,0,0,0,1,0,1,1,1,3.633333333,1,1,2023
"KSSTID0293",1,0,0,0,1,0,30,29623.65,10.2963620640217,10.1633602540986,10.1633602540986,1,0,1,1,0,3.066666667,1,1,2022
"KSSTID0293",2,0,0,0,1,0,30,33756.23,10.4269498955806,10.2963620640217,10.1633602540986,1,0,1,1,0,3.166666667,1,1,2022
"KSSTID0293",3,0,0,0,1,0,30,27350.21,10.2165160481878,10.4269498955806,10.1633602540986,1,0,1,1,0,2.8,1,1,2022
"KSSTID0293",4,0,0,0,1,0,30,0,0,10.2165160481878,10.1633602540986,1,0,1,1,0,3.366666667,0,1,2023
"KSSTID0293",5,0,0,0,1,0,30,0,0,0,10.1633602540986,1,0,1,1,1,2.966666667,1,1,2023
"KSSTID0293",6,0,0,0,1,0,30,0,0,0,10.1633602540986,1,0,1,1,1,3.2,1,1,2023
"KSSTID0294",1,0,0,0,1,0,66,0,0,0,0,1,0,0,0,1,2.75,1,0,2022
"KSSTID0294",2,0,0,0,1,0,66,0,0,0,0,1,0,0,0,1,2.9,1,0,2022
"KSSTID0294",3,0,0,0,1,0,66,0,0,0,0,1,0,0,0,1,2.483333333,1,0,2022
"KSSTID0294",4,0,0,0,1,0,66,0,0,0,0,1,0,0,0,1,3.15,1,0,2023
"KSSTID0294",5,0,0,0,1,0,66,0,0,0,0,1,0,0,0,1,2.683333333,1,0,2023
"KSSTID0294",6,0,0,0,1,0,66,0,0,0,0,1,0,0,0,1,2.866666667,1,0,2023
"KSSTID0295",1,1,1,0,0,0,46,9972.61,9.20769788367725,9.12291254464678,9.12291254464678,1,1,1,1,0,3.366666667,1,1,2022
"KSSTID0295",2,1,1,1,0,0,46,11041.27,9.30948591463705,9.20769788367725,9.12291254464678,1,1,1,1,0,3.333333333,1,1,2022
"KSSTID0295",3,0,1,1,0,0,46,9350.06,9.14324498484091,9.30948591463705,9.12291254464678,1,1,1,1,0,2.866666667,1,1,2022
"KSSTID0295",4,0,1,1,0,0,46,0,0,9.14324498484091,9.12291254464678,1,1,1,1,0,3.266666667,1,1,2023
"KSSTID0295",5,0,1,1,0,0,46,0,0,0,9.12291254464678,1,1,1,1,1,3.033333333,1,1,2023
"KSSTID0295",6,0,1,1,0,0,46,0,0,0,9.12291254464678,1,1,1,1,1,3.3,1,1,2023
"KSSTID0296",1,1,0,0,1,1,32,48,3.89182029811063,8.29024742081895,8.29024742081895,0,0,0,1,0,2.966666667,1,0,2022
"KSSTID0296",2,0,0,0,1,1,32,814.8,6.70416922688346,3.89182029811063,8.29024742081895,0,0,0,0,0,3.333333333,1,0,2022
"KSSTID0296",3,0,0,0,1,1,32,1889.46,7.54457546468345,6.70416922688346,8.29024742081895,0,0,0,0,0,2.866666667,1,0,2022
"KSSTID0296",4,0,0,0,1,1,32,0,0,7.54457546468345,8.29024742081895,0,0,0,0,0,3.266666667,0,0,2023
"KSSTID0296",5,0,0,0,1,1,32,0,0,0,8.29024742081895,0,0,0,0,1,3.033333333,1,0,2023
"KSSTID0296",6,0,0,0,1,1,32,0,0,0,8.29024742081895,0,0,0,0,1,2.833333333,1,0,2023
"KSSTID0297",1,1,1,0,1,1,60,2631.02,7.87550689120053,6.79981365735661,6.79981365735661,1,1,0,0,0,2.2,1,0,2022
"KSSTID0297",2,1,1,1,1,1,60,1995.28,7.59904072759413,7.87550689120053,6.79981365735661,1,1,1,0,0,2.7,1,0,2022
"KSSTID0297",3,1,1,1,1,1,60,298.96,5.70364913243319,7.59904072759413,6.79981365735661,1,1,1,1,0,2.3,1,0,2022
"KSSTID0297",4,0,1,1,1,1,60,0,0,5.70364913243319,6.79981365735661,1,1,0,1,0,2.766666667,1,0,2023
"KSSTID0297",5,0,1,1,1,1,60,0,0,0,6.79981365735661,1,1,0,0,1,2.6,1,0,2023
"KSSTID0297",6,0,1,1,1,1,60,0,0,0,6.79981365735661,1,1,1,0,1,2.4,1,0,2023
"KSSTID0298",1,1,0,0,0,0,52,9652.62,9.17508825352322,9.2252880960233,9.2252880960233,1,1,1,1,0,3.133333333,1,1,2022
"KSSTID0298",2,0,0,0,0,0,52,11037.4,9.30913538179184,9.17508825352322,9.2252880960233,1,0,1,1,0,3.666666667,1,1,2022
"KSSTID0298",3,0,0,0,0,0,52,15844.67,9.67065155586343,9.30913538179184,9.2252880960233,1,0,1,1,0,3.2,1,1,2022
"KSSTID0298",4,1,0,0,0,0,52,0,0,9.67065155586343,9.2252880960233,1,1,1,1,0,3.933333333,0,1,2023
"KSSTID0298",5,0,0,0,0,0,52,0,0,0,9.2252880960233,1,0,1,1,1,3.466666667,1,1,2023
"KSSTID0298",6,0,0,0,0,0,52,0,0,0,9.2252880960233,1,0,1,0,1,3.233333333,1,1,2023
"KSSTID0299",1,0,1,0,1,0,47,0,0,7.74490756088517,7.74490756088517,1,0,0,0,1,2.666666667,1,1,2022
"KSSTID0299",2,0,1,0,1,0,47,0,0,0,7.74490756088517,1,0,0,0,1,3.333333333,1,1,2022
"KSSTID0299",3,0,1,0,1,0,47,0,0,0,7.74490756088517,1,0,0,0,1,2.633333333,1,1,2022
"KSSTID0299",4,0,1,0,1,0,47,0,0,0,7.74490756088517,1,0,0,0,1,3.166666667,1,1,2023
"KSSTID0299",5,0,1,0,1,0,47,0,0,0,7.74490756088517,1,0,1,0,1,2.866666667,1,1,2023
"KSSTID0299",6,0,1,0,1,0,47,0,0,0,7.74490756088517,1,0,0,0,1,2.633333333,1,1,2023
"KSSTID0300",1,0,1,0,1,1,40,9897.67,9.20015568366345,9.31223157652771,9.31223157652771,0,0,1,1,0,2.666666667,1,1,2022
"KSSTID0300",2,0,1,0,1,1,40,12083.91,9.3997128458612,9.20015568366345,9.31223157652771,0,0,0,1,0,3.333333333,1,1,2022
"KSSTID0300",3,0,1,0,1,1,40,12438.24,9.42861127117931,9.3997128458612,9.31223157652771,0,0,0,0,0,2.633333333,1,1,2022
